Item #	Pic File	Name	Value	Equip Stat	Skill Group	Mod1	Mod2	material	ID/Rep/St	Not identified name	Sprite Index	VarA	VarB	Equip X	Equip Y	Notes
431	item192	Eissturm	3000	Book	Misc	S32	1	3	15	Lernbuch	78	0	0	0	0	Ein Zauberbuch. Um den Zauber aus dem Buch zu lernen, muß das Buch auf das Charakterbild im Inventory geklickt werden. Der Charakter muß allerdings die Fähigkeit Wassermagie mit dem Rang eines Meisters beherrschen.
432	item193	Leuchtfeuer	5000	Book	Misc	S33	1	3	20	Lernbuch	78	0	0	0	0	Ein Zauberbuch. Um den Zauber aus dem Buch zu lernen, muß das Buch auf das Charakterbild im Inventory geklickt werden. Der Charakter muß allerdings die Fähigkeit Wassermagie mit dem Rang eines Großmeisters beherrschen.
433	item190	Betäuben	100	Book	Misc	S34	1	3	5	Lernbuch	78	0	0	0	0	Ein Zauberbuch. Um den Zauber aus dem Buch zu lernen, muß das Buch auf das Charakterbild im Inventory geklickt werden. Der Charakter muß allerdings die Fähigkeit Erdmagie beherrschen.
434	item190	Verlangsamen	200	Book	Misc	S35	1	3	5	Lernbuch	78	0	0	0	0	Ein Zauberbuch. Um den Zauber aus dem Buch zu lernen, muß das Buch auf das Charakterbild im Inventory geklickt werden. Der Charakter muß allerdings die Fähigkeit Erdmagie beherrschen.
435	item190	Magie - Resistenz	300	Book	Misc	S36	1	3	5	Lernbuch	78	0	0	0	0	Ein Zauberbuch. Um den Zauber aus dem Buch zu lernen, muß das Buch auf das Charakterbild im Inventory geklickt werden. Der Charakter muß allerdings die Fähigkeit Erdmagie beherrschen.
436	item190	Todesschwarm	400	Book	Misc	S37	1	3	5	Lernbuch	78	0	0	0	0	Ein Zauberbuch. Um den Zauber aus dem Buch zu lernen, muß das Buch auf das Charakterbild im Inventory geklickt werden. Der Charakter muß allerdings die Fähigkeit Erdmagie beherrschen.
437	item191	Steinhaut	500	Book	Misc	S38	1	3	10	Lernbuch	78	0	0	0	0	Ein Zauberbuch. Um den Zauber aus dem Buch zu lernen, muß das Buch auf das Charakterbild im Inventory geklickt werden. Der Charakter muß allerdings die Fähigkeit Erdmagie mit dem Rang eines Experten beherrschen.
438	item191	Klinge	750	Book	Misc	S39	1	3	10	Lernbuch	78	0	0	0	0	Ein Zauberbuch. Um den Zauber aus dem Buch zu lernen, muß das Buch auf das Charakterbild im Inventory geklickt werden. Der Charakter muß allerdings die Fähigkeit Erdmagie mit dem Rang eines Experten beherrschen.
439	item191	Stein zu Fleisch	1000	Book	Misc	S40	1	3	10	Lernbuch	78	0	0	0	0	Ein Zauberbuch. Um den Zauber aus dem Buch zu lernen, muß das Buch auf das Charakterbild im Inventory geklickt werden. Der Charakter muß allerdings die Fähigkeit Erdmagie mit dem Rang eines Experten beherrschen.
440	item192	Felsenattacke	1500	Book	Misc	S41	1	3	15	Lernbuch	78	0	0	0	0	Ein Zauberbuch. Um den Zauber aus dem Buch zu lernen, muß das Buch auf das Charakterbild im Inventory geklickt werden. Der Charakter muß allerdings die Fähigkeit Erdmagie mit dem Rang eines Meisters beherrschen.
441	item192	Telekinese	2000	Book	Misc	S42	1	3	15	Lernbuch	78	0	0	0	0	Ein Zauberbuch. Um den Zauber aus dem Buch zu lernen, muß das Buch auf das Charakterbild im Inventory geklickt werden. Der Charakter muß allerdings die Fähigkeit Erdmagie mit dem Rang eines Meisters beherrschen.
442	item192	Todesblüte	3000	Book	Misc	S43	1	3	15	Lernbuch	78	0	0	0	0	Ein Zauberbuch. Um den Zauber aus dem Buch zu lernen, muß das Buch auf das Charakterbild im Inventory geklickt werden. Der Charakter muß allerdings die Fähigkeit Erdmagie mit dem Rang eines Meisters beherrschen.
443	item193	Schwerezauber	5000	Book	Misc	S44	1	3	20	Lernbuch	78	0	0	0	0	Ein Zauberbuch. Um den Zauber aus dem Buch zu lernen, muß das Buch auf das Charakterbild im Inventory geklickt werden. Der Charakter muß allerdings die Fähigkeit Erdmagie mit dem Rang eines Großmeisters beherrschen.
444	item190	Leben erspüren	100	Book	Misc	S45	1	3	5	Lernbuch	78	0	0	0	0	Ein Zauberbuch. Um den Zauber aus dem Buch zu lernen, muß das Buch auf das Charakterbild im Inventory geklickt werden. Der Charakter muß allerdings die Fähigkeit Seelenmagie beherrschen.
445	item190	Segen	200	Book	Misc	S46	1	3	5	Lernbuch	78	0	0	0	0	Ein Zauberbuch. Um den Zauber aus dem Buch zu lernen, muß das Buch auf das Charakterbild im Inventory geklickt werden. Der Charakter muß allerdings die Fähigkeit Seelenmagie beherrschen.
446	item190	Spektralisieren	300	Book	Misc	S47	1	3	5	Lernbuch	78	0	0	0	0	Ein Zauberbuch. Um den Zauber aus dem Buch zu lernen, muß das Buch auf das Charakterbild im Inventory geklickt werden. Der Charakter muß allerdings die Fähigkeit Seelenmagie beherrschen.
447	item190	Untote verjagen	400	Book	Misc	S48	1	3	5	Lernbuch	78	0	0	0	0	Ein Zauberbuch. Um den Zauber aus dem Buch zu lernen, muß das Buch auf das Charakterbild im Inventory geklickt werden. Der Charakter muß allerdings die Fähigkeit Seelenmagie beherrschen.
448	item191	Fluch entfernen	500	Book	Misc	S49	1	3	10	Lernbuch	78	0	0	0	0	Ein Zauberbuch. Um den Zauber aus dem Buch zu lernen, muß das Buch auf das Charakterbild im Inventory geklickt werden. Der Charakter muß allerdings die Fähigkeit Seelenmagie mit dem Rang eines Experten beherrschen.
449	item191	Bewahrung	750	Book	Misc	S50	1	3	10	Lernbuch	78	0	0	0	0	Ein Zauberbuch. Um den Zauber aus dem Buch zu lernen, muß das Buch auf das Charakterbild im Inventory geklickt werden. Der Charakter muß allerdings die Fähigkeit Seelenmagie mit dem Rang eines Experten beherrschen.
450	item191	Heldentum	1000	Book	Misc	S51	1	3	10	Lernbuch	78	0	0	0	0	Ein Zauberbuch. Um den Zauber aus dem Buch zu lernen, muß das Buch auf das Charakterbild im Inventory geklickt werden. Der Charakter muß allerdings die Fähigkeit Seelenmagie mit dem Rang eines Experten beherrschen.
451	item192	Seelengeißel	1500	Book	Misc	S52	1	3	15	Lernbuch	78	0	0	0	0	Ein Zauberbuch. Um den Zauber aus dem Buch zu lernen, muß das Buch auf das Charakterbild im Inventory geklickt werden. Der Charakter muß allerdings die Fähigkeit Seelenmagie mit dem Rang eines Meisters beherrschen.
452	item192	Tote auferwecken	2000	Book	Misc	S53	1	3	15	Lernbuch	78	0	0	0	0	Ein Zauberbuch. Um den Zauber aus dem Buch zu lernen, muß das Buch auf das Charakterbild im Inventory geklickt werden. Der Charakter muß allerdings die Fähigkeit Seelenmagie mit dem Rang eines Meisters beherrschen.
453	item192	Geteiltes Leben	3000	Book	Misc	S54	1	3	15	Lernbuch	78	0	0	0	0	Ein Zauberbuch. Um den Zauber aus dem Buch zu lernen, muß das Buch auf das Charakterbild im Inventory geklickt werden. Der Charakter muß allerdings die Fähigkeit Seelenmagie mit dem Rang eines Meisters beherrschen.
454	item193	Auferstehung	5000	Book	Misc	S55	1	3	20	Lernbuch	78	0	0	0	0	Ein Zauberbuch. Um den Zauber aus dem Buch zu lernen, muß das Buch auf das Charakterbild im Inventory geklickt werden. Der Charakter muß allerdings die Fähigkeit Seelenmagie mit dem Rang eines Großmeisters beherrschen.
455	item190	Furcht verjagen	100	Book	Misc	S56	1	3	5	Lernbuch	78	0	0	0	0	Ein Zauberbuch. Um den Zauber aus dem Buch zu lernen, muß das Buch auf das Charakterbild im Inventory geklickt werden. Der Charakter muß allerdings die Fähigkeit Geistesmagie beherrschen.
456	item190	Nervenschock	200	Book	Misc	S57	1	3	5	Lernbuch	78	0	0	0	0	Ein Zauberbuch. Um den Zauber aus dem Buch zu lernen, muß das Buch auf das Charakterbild im Inventory geklickt werden. Der Charakter muß allerdings die Fähigkeit Geistesmagie beherrschen.
457	item190	Geistes - Resistenz	300	Book	Misc	S58	1	3	5	Lernbuch	78	0	0	0	0	Ein Zauberbuch. Um den Zauber aus dem Buch zu lernen, muß das Buch auf das Charakterbild im Inventory geklickt werden. Der Charakter muß allerdings die Fähigkeit Geistesmagie beherrschen.
458	item190	Aura des Konflikts	400	Book	Misc	S59	1	3	5	Lernbuch	78	0	0	0	0	Ein Zauberbuch. Um den Zauber aus dem Buch zu lernen, muß das Buch auf das Charakterbild im Inventory geklickt werden. Der Charakter muß allerdings die Fähigkeit Geistesmagie beherrschen.
459	item191	Charme	500	Book	Misc	S60	1	3	10	Lernbuch	78	0	0	0	0	Ein Zauberbuch. Um den Zauber aus dem Buch zu lernen, muß das Buch auf das Charakterbild im Inventory geklickt werden. Der Charakter muß allerdings die Fähigkeit Geistesmagie mit dem Rang eines Experten beherrschen.
460	item191	Lähmung heilen	750	Book	Misc	S61	1	3	10	Lernbuch	78	0	0	0	0	Ein Zauberbuch. Um den Zauber aus dem Buch zu lernen, muß das Buch auf das Charakterbild im Inventory geklickt werden. Der Charakter muß allerdings die Fähigkeit Geistesmagie mit dem Rang eines Experten beherrschen.
461	item192	Berserker	2000	Book	Misc	S62	1	3	15	Lernbuch	78	0	0	0	0	Ein Zauberbuch. Um den Zauber aus dem Buch zu lernen, muß das Buch auf das Charakterbild im Inventory geklickt werden. Der Charakter muß allerdings die Fähigkeit Geistesmagie mit dem Rang eines Großmeisters beherrschen.
462	item192	Massenfurcht	1500	Book	Misc	S63	1	3	15	Lernbuch	78	0	0	0	0	Ein Zauberbuch. Um den Zauber aus dem Buch zu lernen, muß das Buch auf das Charakterbild im Inventory geklickt werden. Der Charakter muß allerdings die Fähigkeit Geistesmagie mit dem Rang eines Meisters beherrschen.
463	item192	Irrsinn heilen	3000	Book	Misc	S64	1	3	15	Lernbuch	78	0	0	0	0	Ein Zauberbuch. Um den Zauber aus dem Buch zu lernen, muß das Buch auf das Charakterbild im Inventory geklickt werden. Der Charakter muß allerdings die Fähigkeit Geistesmagie mit dem Rang eines Meisters beherrschen.
464	item191	Hirnschlag	1000	Book	Misc	S65	1	3	10	Lernbuch	78	0	0	0	0	Ein Zauberbuch. Um den Zauber aus dem Buch zu lernen, muß das Buch auf das Charakterbild im Inventory geklickt werden. Der Charakter muß allerdings die Fähigkeit Geistesmagie mit dem Rang eines Großmeisters beherrschen.
465	item193	Versklaven	5000	Book	Misc	S66	1	3	20	Lernbuch	78	0	0	0	0	Ein Zauberbuch. Um den Zauber aus dem Buch zu lernen, muß das Buch auf das Charakterbild im Inventory geklickt werden. Der Charakter muß allerdings die Fähigkeit Geistesmagie mit dem Rang eines Großmeisters beherrschen.
466	item190	Schwäche heilen	100	Book	Misc	S67	1	3	5	Lernbuch	78	0	0	0	0	Ein Zauberbuch. Um den Zauber aus dem Buch zu lernen, muß das Buch auf das Charakterbild im Inventory geklickt werden. Der Charakter muß allerdings die Fähigkeit Körpermagie beherrschen.
467	item190	Heilen	200	Book	Misc	S68	1	3	5	Lernbuch	78	0	0	0	0	Ein Zauberbuch. Um den Zauber aus dem Buch zu lernen, muß das Buch auf das Charakterbild im Inventory geklickt werden. Der Charakter muß allerdings die Fähigkeit Körpermagie beherrschen.
468	item190	Gift - Resistenz	300	Book	Misc	S69	1	3	5	Lernbuch	78	0	0	0	0	Ein Zauberbuch. Um den Zauber aus dem Buch zu lernen, muß das Buch auf das Charakterbild im Inventory geklickt werden. Der Charakter muß allerdings die Fähigkeit Körpermagie beherrschen.
469	item190	Verletzen	400	Book	Misc	S70	1	3	5	Lernbuch	78	0	0	0	0	Ein Zauberbuch. Um den Zauber aus dem Buch zu lernen, muß das Buch auf das Charakterbild im Inventory geklickt werden. Der Charakter muß allerdings die Fähigkeit Körpermagie beherrschen.
470	item191	Regeneration	500	Book	Misc	S71	1	3	10	Lernbuch	78	0	0	0	0	Ein Zauberbuch. Um den Zauber aus dem Buch zu lernen, muß das Buch auf das Charakterbild im Inventory geklickt werden. Der Charakter muß allerdings die Fähigkeit Körpermagie mit dem Rang eines Experten beherrschen.
471	item191	Gift heilen	750	Book	Misc	S72	1	3	10	Lernbuch	78	0	0	0	0	Ein Zauberbuch. Um den Zauber aus dem Buch zu lernen, muß das Buch auf das Charakterbild im Inventory geklickt werden. Der Charakter muß allerdings die Fähigkeit Körpermagie mit dem Rang eines Experten beherrschen.
472	item191	Hammerhand	1000	Book	Misc	S73	1	3	10	Lernbuch	78	0	0	0	0	Ein Zauberbuch. Um den Zauber aus dem Buch zu lernen, muß das Buch auf das Charakterbild im Inventory geklickt werden. Der Charakter muß allerdings die Fähigkeit Körpermagie mit dem Rang eines Experten beherrschen.
473	item192	Lebenselixier	1500	Book	Misc	S74	1	3	15	Lernbuch	78	0	0	0	0	Ein Zauberbuch. Um den Zauber aus dem Buch zu lernen, muß das Buch auf das Charakterbild im Inventory geklickt werden. Der Charakter muß allerdings die Fähigkeit Körpermagie mit dem Rang eines Meisters beherrschen.
474	item192	Unwandelbarkeit	2000	Book	Misc	S75	1	3	15	Lernbuch	78	0	0	0	0	Ein Zauberbuch. Um den Zauber aus dem Buch zu lernen, muß das Buch auf das Charakterbild im Inventory geklickt werden. Der Charakter muß allerdings die Fähigkeit Körpermagie mit dem Rang eines Meisters beherrschen.
475	item192	Fliegende Faust	3000	Book	Misc	S76	1	3	15	Lernbuch	78	0	0	0	0	Ein Zauberbuch. Um den Zauber aus dem Buch zu lernen, muß das Buch auf das Charakterbild im Inventory geklickt werden. Der Charakter muß allerdings die Fähigkeit Körpermagie mit dem Rang eines Meisters beherrschen.
476	item193	Kraftheilung	5000	Book	Misc	S77	1	3	20	Lernbuch	78	0	0	0	0	Ein Zauberbuch. Um den Zauber aus dem Buch zu lernen, muß das Buch auf das Charakterbild im Inventory geklickt werden. Der Charakter muß allerdings die Fähigkeit Körpermagie mit dem Rang eines Großmeisters beherrschen.
477	item190	Lichtpfeil	1000	Book	Misc	S78	1	3	15	Lernbuch	78	0	0	0	0	Ein Zauberbuch. Um den Zauber aus dem Buch zu lernen, muß das Buch auf das Charakterbild im Inventory geklickt werden. Der Charakter muß allerdings die Fähigkeit Lichtmagie beherrschen.
478	item190	Untote vernichten	1500	Book	Misc	S79	1	3	15	Lernbuch	78	0	0	0	0	Ein Zauberbuch. Um den Zauber aus dem Buch zu lernen, muß das Buch auf das Charakterbild im Inventory geklickt werden. Der Charakter muß allerdings die Fähigkeit Lichtmagie beherrschen.
479	item190	Magie vertreiben	2000	Book	Misc	S80	1	3	15	Lernbuch	78	0	0	0	0	Ein Zauberbuch. Um den Zauber aus dem Buch zu lernen, muß das Buch auf das Charakterbild im Inventory geklickt werden. Der Charakter muß allerdings die Fähigkeit Lichtmagie beherrschen.
480	item190	Lähmen	2500	Book	Misc	S81	1	3	15	Lernbuch	78	0	0	0	0	Ein Zauberbuch. Um den Zauber aus dem Buch zu lernen, muß das Buch auf das Charakterbild im Inventory geklickt werden. Der Charakter muß allerdings die Fähigkeit Lichtmagie beherrschen.
481	item191	Lichtelementar beschwören	3000	Book	Misc	S82	1	3	20	Lernbuch	78	0	0	0	0	Ein Zauberbuch. Um den Zauber aus dem Buch zu lernen, muß das Buch auf das Charakterbild im Inventory geklickt werden. Der Charakter muß allerdings die Fähigkeit Lichtmagie mit dem Rang eines Experten beherrschen.
482	item191	Tag der Götter	3500	Book	Misc	S83	1	3	20	Lernbuch	78	0	0	0	0	Ein Zauberbuch. Um den Zauber aus dem Buch zu lernen, muß das Buch auf das Charakterbild im Inventory geklickt werden. Der Charakter muß allerdings die Fähigkeit Lichtmagie mit dem Rang eines Experten beherrschen.
483	item191	Prismenfeuer	4000	Book	Misc	S84	1	3	20	Lernbuch	78	0	0	0	0	Ein Zauberbuch. Um den Zauber aus dem Buch zu lernen, muß das Buch auf das Charakterbild im Inventory geklickt werden. Der Charakter muß allerdings die Fähigkeit Lichtmagie mit dem Rang eines Experten beherrschen.
484	item192	Tag des Schutzes	5000	Book	Misc	S85	1	3	25	Lernbuch	78	0	0	0	0	Ein Zauberbuch. Um den Zauber aus dem Buch zu lernen, muß das Buch auf das Charakterbild im Inventory geklickt werden. Der Charakter muß allerdings die Fähigkeit Lichtmagie mit dem Rang eines Meisters beherrschen.
485	item192	Stunde der Macht	6000	Book	Misc	S86	1	3	25	Lernbuch	78	0	0	0	0	Ein Zauberbuch. Um den Zauber aus dem Buch zu lernen, muß das Buch auf das Charakterbild im Inventory geklickt werden. Der Charakter muß allerdings die Fähigkeit Lichtmagie mit dem Rang eines Meisters beherrschen.
486	item192	Solarstrahl	7500	Book	Misc	S87	1	3	25	Lernbuch	78	0	0	0	0	Ein Zauberbuch. Um den Zauber aus dem Buch zu lernen, muß das Buch auf das Charakterbild im Inventory geklickt werden. Der Charakter muß allerdings die Fähigkeit Lichtmagie mit dem Rang eines Meisters beherrschen.
487	item193	Gottes Eingriff	10000	Book	Misc	S88	1	3	30	Lernbuch	78	0	0	0	0	Ein Zauberbuch. Um den Zauber aus dem Buch zu lernen, muß das Buch auf das Charakterbild im Inventory geklickt werden. Der Charakter muß allerdings die Fähigkeit Lichtmagie mit dem Rang eines Großmeisters beherrschen.
488	item190	Wiederbeleben	1000	Book	Misc	S89	1	3	15	Lernbuch	78	0	0	0	0	Ein Zauberbuch. Um den Zauber aus dem Buch zu lernen, muß das Buch auf das Charakterbild im Inventory geklickt werden. Der Charakter muß allerdings die Fähigkeit Schattenmagie beherrschen.
489	item190	Giftwolke	1500	Book	Misc	S90	1	3	15	Lernbuch	78	0	0	0	0	Ein Zauberbuch. Um den Zauber aus dem Buch zu lernen, muß das Buch auf das Charakterbild im Inventory geklickt werden. Der Charakter muß allerdings die Fähigkeit Schattenmagie beherrschen.
490	item190	Vampirfluch	2000	Book	Misc	S91	1	3	15	Lernbuch	78	0	0	0	0	Ein Zauberbuch. Um den Zauber aus dem Buch zu lernen, muß das Buch auf das Charakterbild im Inventory geklickt werden. Der Charakter muß allerdings die Fähigkeit Schattenmagie beherrschen.
491	item190	Schrumpfstrahl	2500	Book	Misc	S92	1	3	15	Lernbuch	78	0	0	0	0	Ein Zauberbuch. Um den Zauber aus dem Buch zu lernen, muß das Buch auf das Charakterbild im Inventory geklickt werden. Der Charakter muß allerdings die Fähigkeit Schattenmagie beherrschen.
492	item191	Schrapnell	3000	Book	Misc	S93	1	3	20	Lernbuch	78	0	0	0	0	Ein Zauberbuch. Um den Zauber aus dem Buch zu lernen, muß das Buch auf das Charakterbild im Inventory geklickt werden. Der Charakter muß allerdings die Fähigkeit Schattenmagie mit dem Rang eines Experten beherrschen.
493	item191	Untote beherrschen	3500	Book	Misc	S94	1	3	20	Lernbuch	78	0	0	0	0	Ein Zauberbuch. Um den Zauber aus dem Buch zu lernen, muß das Buch auf das Charakterbild im Inventory geklickt werden. Der Charakter muß allerdings die Fähigkeit Schattenmagie mit dem Rang eines Experten beherrschen.
494	item191	Schmerzreflexion	4000	Book	Misc	S95	1	3	20	Lernbuch	78	0	0	0	0	Ein Zauberbuch. Um den Zauber aus dem Buch zu lernen, muß das Buch auf das Charakterbild im Inventory geklickt werden. Der Charakter muß allerdings die Fähigkeit Schattenmagie mit dem Rang eines Experten beherrschen.
495	item192	Opferung	5000	Book	Misc	S96	1	3	25	Lernbuch	78	0	0	0	0	Ein Zauberbuch. Um den Zauber aus dem Buch zu lernen, muß das Buch auf das Charakterbild im Inventory geklickt werden. Der Charakter muß allerdings die Fähigkeit Schattenmagie mit dem Rang Meisters beherrschen.
496	item192	Drachenhauch	6000	Book	Misc	S97	1	3	25	Lernbuch	78	0	0	0	0	Ein Zauberbuch. Um den Zauber aus dem Buch zu lernen, muß das Buch auf das Charakterbild im Inventory geklickt werden. Der Charakter muß allerdings die Fähigkeit Schattenmagie mit dem Rang Meisters beherrschen.
497	item192	Armageddon	7500	Book	Misc	S98	1	3	25	Lernbuch	78	0	0	0	0	Ein Zauberbuch. Um den Zauber aus dem Buch zu lernen, muß das Buch auf das Charakterbild im Inventory geklickt werden. Der Charakter muß allerdings die Fähigkeit Schattenmagie mit dem Rang Meisters beherrschen.
498	item193	Seelensauger	10000	Book	Misc	S99	1	3	30	Lernbuch	78	0	0	0	0	Ein Zauberbuch. Um den Zauber aus dem Buch zu lernen, muß das Buch auf das Charakterbild im Inventory geklickt werden. Der Charakter muß allerdings die Fähigkeit Schattenmagie mit dem Rang Großmeisters beherrschen.
499	item184	Telepathie	40	Sscroll	Misc	S109	1	2	1	Spruchrolle	77	0	0	0	0	Eine Zauberspruchrolle. Um den Zauber anzuwenden, muß die Spruchrolle auf das Charakterbild im Inventory geklickt werden.
500	item217	Puck	25000	Weapon	Sword	3d3	14	Artifact	40	Artefakt	1	0	0	16	145	(Reaktion +40, Schnelligkeit) Puck's Verzauberung läßt ihn praktisch an die Kehle der Feinde fliegen. Niemand weiß, wo Puck geschmiedet wurde, allerdings ist der Feenursprung unverkennbar.
501	item218	Eisenfeder	30000	Weapon2	Sword	4d5	16	Artifact	45	Artefakt	2	0	0	12	146	(Stärke +40, 6-30 Punkte Elektroschaden) Ein ungewöhnlich leichtes Zweihandschwert, das die Stärke seines Trägers gewaltig erhöht, so daß selbst diese riesige Waffe leicht zu führen ist. Diese Kombination macht es möglich, die Waffe mit einer Hand zu führen. Schwierigkeiten bereitet dabei nur die Größe der Klinge.
502	item219	Wallace	35000	Weapon	Sword	3d4	12	Artifact	50	Artefakt	3	0	0	10	114	(Waffenmeister +10, Charisma +40) Wallace hat irgendwie für Jahrhunderte seinen Weg in die Hände von Rebellen oder Aufrührern gefunden. Die Waffe erhöht sowohl die Fähigkeit als auch das Vertrauen ihres Trägers in die eigene Kampfkraft, wodurch dieser oft Risiken eingeht, die er normalerweise vermeiden würde. Und obwohl die Ziele des Trägers nie erreicht wurden, hat es noch nie jemand abgelehnt, Wallace zu tragen, sobald er dessen Sirenengesang gehört hatte.
503	item220	Korsar	20000	Weapon	Sword	3d2	13	Artifact	35	Artefakt	4	0	0	12	115	"(Stehlen +5, Fallen entschärfen +5, Glück +40) Korsar ist eine der besten Waffen, die die regnanischen Waffenwerkstätten hervorgebracht haben. Entsprechend ihrer Natur haben die regnanischen Schmiede die Waffe so gestaltet, daß sie die imperiale ""Steuereintreibung"" auf hoher See und in den Küstenstädten unterstützt. Bis zum heutigen Tag hat Regna nicht eine Waffe geschmiedet, die nicht ihre eigenen Interessen - auf Kosten anderer - unterstützte."
504	item235	Padishs Rüstung	25000	Armor	Chain	8	28	Artifact	40	Artefakt	21	0	0	0	0	(Fernwaffen verursachen nur halben Schaden, +10 auf alle Attribute) Diese fantastische Rüstung, die ursprünglich Gouverneur Padish zur Zeit der Stille gehörte, ist im Laufe der Geschichte in verschiedenen Schatzhorten immer wieder ans Tageslicht gekommen. Wie die meisten der aus den himmlischen Schmieden stammenden Gegenstände ist sie nahezu unzerstörbar und ihresgleichen kann nirgendwo auf der Welt hergestellt werden.
505	item236	Yoruba	30000	Armor	Plate	20	40	Artifact	45	Artefakt	22	0	0	0	0	(Macht immun gegen Krankheit, Irrsinn, Lähmung, Gift, Schlaf, und Versteinerung, Ausdauer +25) Yoruba ist ein extrem widerstandsfähiger, magisch resistenter Plattenpanzer, der nach seinem Besitzer und Erbauer benannt wurde. Aufgrund seiner enormen Kosten wurde der Panzer schrittweise gefertigt, und das sieht man. Verschiedene Teile wurden aus verschiedenen Materialien hergestellt, die teuersten sind in der Brustplatte. Es befinden sich zwei durch Treffer hervorgerufene Löcher in der Brustpanzerung, die wohl aus sentimentalen Gründen nie repariert wurden.
506	item223	Spalter	25000	Weapon	Axe	4d3	11	Artifact	40	Artefakt	7	0	0	16	80	(Explosive Treffer, Feuer - Immunität) Spalter ist zwar mächtig, eignet er sich vielleicht eher für Einzelgänger als für Ihre Gruppe. Die Klinge entläßt einen großen Feuerstoß und während die Waffe ihren Träger schützt, verschont der Stoß niemanden, weder Freund noch Feind.
507	item226	Ghulsbann	30000	Weapon2	Axe	3d7	15	Artifact	45	Artefakt	8	0	0	37	142	(Untotenbann, immun gegen Lähmung, Fackellicht, 3-36 Feuerschaden) Ghulsbann wurde vor 150 Jahren von der Kirche der Sonne in Auftrag gegeben, um die stetig wachsende Zahl der Untoten, die durch die Kirche des Mondes erschaffen wurden, zu vernichten. Sie ist zwar machtvoll, aber es ist nur eine Waffe...und die Untoten sind Legionen. Die Kirche der Sonne ging 1083 n.St. unter.
508	item225	Gibbet	20000	Weapon1or2	Spear	1d9	16	Artifact	35	Artefakt	9	0	0	5	120	(Untotenbann, Drachentöter, Dämonentöter, zieht Monsterangriffe an) Gibbet wurde von Mekorig dem Blinden zu dem Zweck geschmiedet, das Zeitalter der Menschen einzuläuten und das Zeitalter der Monster zu beenden. Ein ehrenvoller Vorsatz, der allerdings nicht von Erfolg gekrönt war. Gibbet verschwindet oft für Jahre, um dann von einigen mutigen Abenteurern in irgendeinem Drachenhort wiederentdeckt zu werden. Die Macht der Waffe verleitet diese Abenteurer dann dazu, die Waffe zu einem anderen Drachenhort mitzunehmen, wo sie dann wieder für Jahre verschwindet.
509	item227	Charele	30000	Weapon1or2	Spear	3d6	18	Artifact	45	Artefakt	11	0	0	13	120	"(Kritische Trefferchance +20%) Charele wurde unter der Herrschaft von Hareck I während der Errichtung des regnanischen ""Imperiums"" geschaffen und nach Harecks Frau Charele benannt. Es blieb nach dem - dem Vergiftungstode Harecks 590 n.St. - folgenden Chaos im einzigen regnanischen Außenposten auf erathianischem Gebiet zurück."
510	item228	Ullyses	30000	Missile	Bow	5d2	10	Artifact	45	Artefakt	12	0	0	12	40	(Geschick +50, 9-12 Punkte Kälteschaden) Der Traum eines jeden Bogenschützen. Ullyses benötigt keine Pfeile, denn er verschießt Geschosse aus Eis, die sich formen, wenn die Sehne zurückgezogen wird. Seine Herkunft ist unbekannt, aber die Gestalt läßt auf Elfenbauart schließen.
511	item244	Hände der Meister	35000	Gauntlets	Unarmed	1d7	9	Artifact	50	Artefakt	30	0	0	0	0	(unbewaffneter Kampf +10, Ausweichen +10) Die Hände der Meister sind für Mönche gedacht, aber ein paar Diebe haben sie mit großem Erfolg zu nutzen verstanden. Die meisten ihrer früheren Besitzer haben den Weg zu Ruhm und Ehre beschritten, die letzten allerdings waren offensichtlich nicht so auf dem rechten Pfad.
512	item312	Sieben - Meilen - Stiefel	25000	Boots	Misc	2	13	Artifact	40	Artefakt	31	0	0	0	0	(Reaktion +40, der Wassermagie) Diese Stiefel haben eigentlich den Sinn, die Anwendung der Wassermagie zu erleichtern, um so die Reisegeschwindigkeit zu erhöhen, ihren Namen haben sie allerdings aufgrund der Reflexe und der Geschwindigkeit des Trägers. Jeder, der sie benutzt, ist zu Großem bestimmt, allerdings nicht zwingend zu Ehrenhaftem. Viele Dummheiten werden den früheren Besitzern nachgesagt.
513	item246	Herrscher - Ring	30000	Ring	Misc	0	0	Artifact	45	Artefakt	32	0	0	0	0	(der Geistesmagie, der Finsternis) Der Herrscher - Ring wurde 744 n.St. von Joshua Stom, dem Meisteralchimisten, für die Hexer von Nighon hergestellt. Obwohl der Ring nicht ursprünglich böse ist, so wurde er doch zwecks Unterwerfung und Eroberung erschaffen.
514	item232	Trümmerer	15000	Weapon	Club	1d3	15	Relic	30	Relikt	16	0	0	2	108	(Stärke +150, Intellekt -40, Charisma -40, Reaktion -40) Man sagt, Trümmerer sei die Antwort auf die Gebete des ersten Häuptlings der Ogers an die Götter gewesen, ihm eine Waffe zu schenken, die ihn stärker als alles andere machen sollte. Verärgert verfluchten die Götter den Häuptling mit Trümmerer und seither werden alle Oger mit der Last geboren, stark, aber dumm, häßlich und langsam zu sein.
