#	Greeting 1	Greeting 2	Notes	Owner
1	Ich bin Lord Markham, der Wohltäter, der das Schloß stiftet, das als Preis bei diesem Wettbewerb aussteht.	Schön Euch wiederzusehen, wie geht die Suche vorwärts?		Markham
127	Ich kann Euch wirklich nicht genug für diese Seelengefäße danken. Die Totenbeschwörer haben monatelang nach ihnen geschrien! Dies wird die Moral hier deutlich heben! Noch einmal, danke!	Gut, Euch zurück zu haben, werte Verbündete.	Completed Jars	Maximus
128	Ich habe nichts mit Euch zu schaffen, Feiglinge! Eines schönen Tages werdet Ihr und Eure gesamte Stadt für uns in den Minen arbeiten!	Ich habe nichts mit Euch zu schaffen, Feiglinge! Eines schönen Tages werdet Ihr und Eure gesamte Stadt für uns in den Minen arbeiten!	Party Good	Maximus
129	Ich wußte, Ihr würdet die Prüfung bestehen! Sie ist nicht wirklich so hart, wenn man entschieden genug ist. Man muß nur sein Herz abhärten und tun, was getan werden muß. Die Aufgabe, die mir für Euch vorschwebt, benötigt die gleiche Vorgehensweise. Nachdem Ihr die Prüfung bestanden habt, bin Ich sicher, daß Ihr das andere auch schafft!	Willkommen, Verbündete. Schön, Euch wieder zu haben.	Normal	Dark Shade
130	Hervorragende Arbeit bei Clankers Labor! Ich weiß, ich habe Euch bereits zu einer guten Arbeit gratuliert, aber ich kann immernoch kaum glauben, wie außergewöhnlich präzise der gesamte Plan durchgeführt wurde! Die Jungs im Labor berichteten mir, daß sie fast alle Teile des alten Clanker zusammen bekamen und sie belebten den neu zusammengefügten Körper. Sie setzten ihn an die Erforschung von Seelengefäßen, aber er ist bei weitem nicht so schlau wie früher, wurde mir erzählt. Nun ja, zumindest brauchen wir nicht zu befürchten, daß er sich gegen uns wendet, nicht wahr?	Willkommen, Verbündete. Schön, Euch wieder zu haben.	Completed Clanker	Dark Shade
131	Mal ehrlich, habt Ihr den Wink nicht verstanden, als Euch unsere Diener angriffen? Wir wollen Euch hier unten nicht! Und es bringt gar nichts, unsere Zombies auszuschalten--wir beleben sie einfach wieder!	Mal ehrlich, habt Ihr den Wink nicht verstanden, als Euch unsere Diener angriffen? Wir wollen Euch hier unten nicht! Und es bringt gar nichts, unsere Zombies auszuschalten--wir beleben sie einfach wieder!	Party Good	Dark Shade
132	Ich habe ebenfalls eine Aufgabe für Euch, aber die muß warten, bis Ihr mit denen meiner Gefährten fertig seid. Kommt wieder zu mir, wenn Ihr die anderen erledigt habt.	Es ist gut, Euch auf unserer Seite zu haben! Kommt zurück, wenn Ihr die anderen Aufgaben abgeschlossen habt.	Not finished with good	Tolberti
133	"Nun, da Ihr die Aufgaben meiner Gefährten abgeschlossen habt, bin ich bereit, Euch auf eine gefährlichere, aber auch wichtigere Mission zu schicken. Unsere Pläne hängen von Eurem Erfolg ab. Ich weiß, ich kann auf Euch zählen.

Oh, ich vergaß zu erwähnen! Archibald hat nichts mehr zu sagen. Er ging verstimmt, als wir uns nicht einig wurden über die Fortführung unserer Pläne. Er zog sich nach Clankers Labor zurück und hat einige der weniger ... beherzten Totenbeschwörer mitgenommen. Kein großer Verlust. Kastore ist nun König der Grube."	Willkommen, Freunde.	Normal	Tolberti
134	"[Archibald lächelt und reibt seine Hände langsam aneinander] Unsere neuen Verbündeten aus Harmondale! Gut, Euch endlich persönlich kennen zu lernen. Ihr habt die richtige Seite gewählt. Jeder, der mit mir bisher zu tun hatte, wird bestätigen, daß ich gut zu jenen bin, die für mich arbeiten und das ich jene belohne, die loyal zu mir stehen. Also, haltet Euch daran und Ihr kommt weiter, als in Euren kühnsten Träumen.
Obwohl ich dankbar bin, daß Ihr uns gewählt habt und Vertrauen in Eure Fähigkeiten habe, trifft dies auf meine Berater nicht zu. Das ist in Ordnung, denn sie sollen meine Entscheidungen hinterfragen. Sie denken, Ihr habt nicht die Nerven für uns zu arbeiten. Deshalb haben sie eine kleine Prüfung empfohlen. Ich weiß, das ist ärgerlich, aber ohne bestandene Prüfung wollen sie nichts mit Euch zu tun haben. Ich hoffe, Ihr versteht das."	Wie laufen die Vorbereitungen für Eure Prüfung? Ihr könnt sie jederzeit in Angriff nehmen...geht einfach bis zum Brutgehege und springt hinein. [Archibald lächelt, die Hälfte seines Gesichts ist in Schatten gehüllt] Die haben immer geöffnet.	Normal	Archibald
135	"Hallo, meine Freunde ... Ihr seid doch noch meine Freunde, oder nicht? Meine ""Berater"", meine ""Heerführer"" [Archibald spuckt die Worte aus] haben die Grube übernommen und gehen ihren Eroberungsträumen nach. Ich habe endlich verstanden, daß sie weder mich brauchen, noch unsere Kunst studieren wollen.
Sie wollen eine Welt ohne Könige, ohne Loyalität und ohne Ehre. Nur sich selbst und Sklaven. Nun, das können sie haben! Als die Seelengefäße entwendet wurden, zuckten meine Heerführer nur mit den Schultern, als wären es Wagenräder gewesen oder entlaufene Hühner, die sie verloren hätten, und nicht die Schlüssel zur Unsterblichkeit! Wir waren so nahe dran, einen Weg zu finden, wie der Körper nach dem Ritual nicht verwest! Dieser Rückschlag wird uns Jahrzehnte kosten.
Also kamen wir hierher, um unsere Studien fortzuführen. Dafür habe ich auf meinen Anspruch auf den Thron von Enroth verzichtet. Ich denke, niemand wird mir all das glauben und man wird mich für alles verantwortlich machen, aber auch das spielt keine Rolle. Diese Insel ist sicher und wir haben die Schwachstelle repariert, durch die Ihr Euch Zugang verschafftet."	Eine Freude, Euch wiederzusehen. Seid eingeladen, mich jederzeit zu besuchen.	In Clanker's Lab	Archibald
136	"Habt Ihr gefunden, wonach Ihr suchtet? Keine Angst--ich bin nicht zu verärgert, daß Ihr hier eingedrungen seid. Die meisten meiner Diener werden wiederkommen, auf die eine oder andere Weise. Auch sind nicht viele Schätze übrig.
[Seufzt] Nun, wenn Ihr hier seid, um uns im Namen des Lichtes zu bekämpfen, bemüht Euch nicht! Ich habe meine Eroberungspläne verworfen. Meine früheren Verbündeten [Archibald spuckt aus] haben unsere großen Errungenschaften in der Totenbeschwörung aufgegeben und streben nun danach, die Welt zu beherrschen. Es wird für Euch nicht gut ausgehen, sollte es ihnen gelingen.
[Archibald blickt Euch näher an] Allerdings, vielleicht geling es ihnen ja auch nicht. Ihr habt die Aura des Schicksals um Euch, Ihr seid zu Großem bestimmt. Vielleicht könnt Ihr sie aufhalten. Aber die Wetten stehen nicht gut für Euch."	Wieder da für noch mehr Zielübungen? Ihr wißt, wenn Ihr eine Weile wartet, werden sich meine Diener regenerieren. Dann wird es eine größere Herausforderung.	"Clanker's, Party Good"	Archibald
137	Willkommen zurück, Verbündete. Meine Ratgeber sind begierig, mit Euch zu sprechen.	Willkommen zurück, Verbündete. Meine Ratgeber sind begierig, mit Euch zu sprechen.	Completed Breeding Pit	Archibald
138	Verzeiht, aber Besucher sind in Fort Riverstride nicht erlaubt. Ich fürchte, ich muß Euch auffordern, zu gehen. Jeder Versuch, weiter in das Fort einzudringen, wird als feindseliger Akt betrachtet und entsprechend geahndet.	Verzeiht, aber Besucher sind in Fort Riverstride nicht erlaubt. Ich fürchte, ich muß Euch auffordern, zu gehen. Jeder Versuch, weiter in das Fort einzudringen, wird als feindseliger Akt betrachtet und entsprechend geahndet.	Fort Riverstride Guard	
139	Dieser Wachturm behütet die Grenzen von Deyja. Besucher sind nicht erlaubt, also müßt Ihr gehen. Solltet ihr versuchen, weiter in den Turm vorzudringen, werdet Ihr ohne Zögern getötet.	Dieser Wachturm behütet die Grenzen von Deyja. Besucher sind nicht erlaubt, also müßt Ihr gehen. Solltet ihr versuchen, weiter in den Turm vorzudringen, werdet Ihr ohne Zögern getötet.	Watchtower 6 Guard	
140	Halt!  Ihr habt hinter dieser Grenze nichts zu schaffen. Nur solche, die Ihre Reinheit bewiesen haben, dürfen das Heiligtum betreten.	Halt!  Ihr habt hinter dieser Grenze nichts zu schaffen. Nur solche, die Ihre Reinheit bewiesen haben, dürfen das Heiligtum betreten.	Temple of Light Guard	
141	Was haben wir denn hier? Habt ihr ehrlich geglaubt, Ihr könntet sicher zwischen die Macht der Schatten treten? Es wäre nicht sicher für Euch und es ist Euch nicht gestattet, diese Grenze zu überschreiten.	Was haben wir denn hier? Habt ihr ehrlich geglaubt, Ihr könntet sicher zwischen die Macht der Schatten treten? Es wäre nicht sicher für Euch und es ist Euch nicht gestattet, diese Grenze zu überschreiten.	Temple of Dark Guard	
142	Halt! Ihr seid nicht befugt, diesen Weg weiter zu gehen. Falls Ihr Königin Catherines Thronsaal sucht, er befindet sich in der Mitte des Schlosses, hinter den Haupttreppen.	Halt! Ihr seid nicht befugt, diesen Weg weiter zu gehen. Falls Ihr Königin Catherines Thronsaal sucht, er befindet sich in der Mitte des Schlosses, hinter den Haupttreppen.	Castle Gryphonheart Guard	
143	Halt! Besucher sind in diesem Teil des Schlosses verboten. Wenn Ihr König Parsons Thronsaal sucht, nehmt den Aufzug nach unten und folgt dem linken Gang.	Halt! Besucher sind in diesem Teil des Schlosses verboten. Wenn Ihr König Parsons Thronsaal sucht, nehmt den Aufzug nach unten und folgt dem linken Gang.	Castle Navan Guard	
144	Halt!  Der Zugang zu diesen Bereichen ist verwehrt auf Anweisung von Gavin Magnus selbst. Falls Ihr seinen Thronsaal sucht, geht vom Eingang aus Richtung Norden, so weit es geht, dann nach Westen, so weit es geht, dann liegt der Thronssal im Norden.	Halt!  Der Zugang zu diesen Bereichen ist verwehrt auf Anweisung von Gavin Magnus selbst. Falls Ihr seinen Thronsaal sucht, geht vom Eingang aus Richtung Norden, so weit es geht, dann nach Westen, so weit es geht, dann liegt der Thronssal im Norden.	Castle Lambent Guard	
145	Halt!  Es ist Euch nicht erlaubt, diesen Bereich zu betreten. Wenn Ihr den Thronsaal sucht, müßt Ihr vom Eingang des Hauptraumes aus gen Norden gehen. Folgt dann dem kleinen Gang zu dem wartenden Schiff. Benutzt die Ruder, um es flußabwärts zu steuern und verlaßt dann das Schiff und durchschreitet den Torbogen.	Halt!  Es ist Euch nicht erlaubt, diesen Bereich zu betreten. Wenn Ihr den Thronsaal sucht, müßt Ihr vom Eingang des Hauptraumes aus gen Norden gehen. Folgt dann dem kleinen Gang zu dem wartenden Schiff. Benutzt die Ruder, um es flußabwärts zu steuern und verlaßt dann das Schiff und durchschreitet den Torbogen.	Castle Gloaming Guard	
146	Seid gegrüßt! Mein Name ist Eric Swarrel. Ich bin für die Informationen hier in der Schule der Zauberei zuständig.	Hallo, was kann ich für Euch tun?	Eric-- School of Sorcery Receptionist	
147	Danke für meine Rettung. Bitte bringt mich so schnell wie möglich nach Erathia zurück.	Sind wir bald wieder in Erathia? Ich habe Informationen für Königin Catherine, die nicht warten können.	Loren Steel	
148	Hervorragende Entscheidung, König Parson zu unterstützen. Bringt mich zu Königin Catherine, ich besorge den Rest.	Hervorragende Entscheidung, König Parson zu unterstützen. Bringt mich zu Königin Catherine, ich besorge den Rest.	Fake Loren Steel	
149	Halt! Lord Markham wünscht keine Besucher, die in seinem Haus herumspazieren. Wenn Ihr gekommen seid, um mit ihm zu sprechen: er ist in seinem Gemach direkt im Norden vom Eingang.	Halt! Lord Markham wünscht keine Besucher, die in seinem Haus herumspazieren. Wenn Ihr gekommen seid, um mit ihm zu sprechen: er ist in seinem Gemach direkt im Norden vom Eingang.	Markham's House Guard	
150	"Meine Herren, ich wurde von den Botschaftern Erathias und Avlees gesandt, um Euch von Richter Greys frühzeitigem Tod in Kenntnis zu setzen. Wir glauben, es handelt sich um einen Herzanfall und es besteht kein Grund, böse Machenschaften zu vermuten.

Man wünscht Euch sofort zu sprechen und legt Euch nahe, sofort zum Schloß zurückzukehren. Man hat einen Waffenstillstand vereinbart, bis ein Nachfolger für Richter Grey gefunden ist."	"Meine Herren, ich wurde von den Botschaftern Erathias und Avlees gesandt, um Euch von Richter Greys frühzeitigem Tod in Kenntnis zu setzen. Wir glauben, es handelt sich um einen Herzanfall und es besteht kein Grund, böse Machenschaften zu vermuten.

Man wünscht Euch sofort zu sprechen und legt Euch nahe, sofort zum Schloß zurückzukehren. Man hat einen Waffenstillstand vereinbart, bis ein Nachfolger für Richter Grey gefunden ist."		Messenger
151	Oh, die neuen Herren von Harmondale! Genau die, die ich sehen wollte!	Oh, die neuen Herren von Harmondale! Genau die, die ich sehen wollte!		Withern
152	Danke für die Beschaffung der Laterne des heiligen Lichtes. Die Zeremoniene im Tempel können nun normal fortgeführt werden.	Danke für die Beschaffung der Laterne des heiligen Lichtes. Die Zeremoniene im Tempel können nun normal fortgeführt werden.		Withern
153	Ah, die Herren von Harmondale. Vielleicht könntet Ihr mir von Nutzen sein?	Ah, die Herren von Harmondale. Vielleicht könntet Ihr mir von Nutzen sein?		Haldar
154	Meinen Dank für die Beschaffung der Gebeine Haldars!	Meinen Dank für die Beschaffung der Gebeine Haldars!		Haldar
155	Ihr Herren von Harmondale, ich brauche Eure Hilfe!	Ihr Herren von Harmondale, ich brauche Eure Hilfe!		Davrick
156	Danke für die Wiederbeschaffung meines Siegelringes und die Rettung meines Geschäftes!	Danke für die Wiederbeschaffung meines Siegelringes und die Rettung meines Geschäftes!		Davrick
157	Seid gegrüßt, Ihr müßt die Herren von Harmondale sein. Ich bin Sammler seltener, geschichtlich bedeutender Gegenstände, vielleicht könntet Ihr mir etwas beschaffen?	Seid gegrüßt, Ihr müßt die Herren von Harmondale sein. Ich bin Sammler seltener, geschichtlich bedeutender Gegenstände, vielleicht könntet Ihr mir etwas beschaffen?		Norbert
158	Habt Dank für die Beschaffung von Parsons Federkiel, der von Lord Markham geschickt wurde. Ihr habt geholfen, meine Sammlung zu vervollständigen!	Habt Dank für die Beschaffung von Parsons Federkiel, der von Lord Markham geschickt wurde. Ihr habt geholfen, meine Sammlung zu vervollständigen!		Norbert
159	Seid gegrüßt! Ihr seid die neuen Herren von Harmondal, wenn ich mich nicht irre. Habt Ihr einen Augenblick für mich Zeit?	Hallo nochmal, meine Herren.		Johann
160	Habt vielen Dank für die Beschaffung der Feenflöte! Ich hätte nie gewagt, die Halle unter den Bergen selber zu betreten.	Habt vielen Dank für die Beschaffung der Feenflöte! Ich hätte nie gewagt, die Halle unter den Bergen selber zu betreten.		Johann
161	Meine …'Herren,' Ich habe eine Nachricht für Euch von Niles Stantley, einem Gefährten von Herrn Malwick, den Ihr ja sicherlich noch kennt. Ich lege Euch nahe, diese Nachricht zu lesen und ihrem Inhalt entsprechend schnell zu handeln ... Herr Stanley besteht auf Pünktlichkeit.	Ich bringe Nachricht aus Harmondale. Es scheint, als hätten Mitglieder der Söldnergilde es als leichte Beute vorgefunden und plündern gerade die Stadt und das Schloß.		Messenger
162	Seid gegrüßt, meine Freunde. Ich bin gekommen, um den Gefallen einzufordern, den Ihr meinem Gefährten, Herrn Malwick, schuldet. Ich denke, Ihr erinnert Euch noch an das Treffen mit ihm auf der Smaragdinsel.	Hallo nochmal. Ich hoffe, um Euretwillen, Ihr werdet unserer Forderung nachkommen.		Niles Stantley
163	Hallo, meine Herren. Habt Ihr einen Augenblick Zeit, einem alten Zwerg in Not zu helfen?	"Bitte, helft uns; Steinstadt wird in Eurer Schuld stehen."		Spark Burnkindle
164	Danke für Eure Unterstützung, diese widerlichen Troglodyten los zu werden!	Danke für Eure Unterstützung, diese widerlichen Troglodyten los zu werden!		Spark Burnkindle
165	Guten Tag, edle Herren!	Guten Tag, edle Herren!		Seth Drakkson
166	Gute Arbeit mit diesen Greifen, meine Herren. Es ist immer ein Vergnügen, Euch zu treffen.	Gute Arbeit mit diesen Greifen, meine Herren. Es ist immer ein Vergnügen, Euch zu treffen.		Seth Drakkson
167	Ich habe Euch nichts zu sagen. Geht weg!	Ich habe Euch nichts zu sagen. Geht weg!		Seth Drakkson
168	Euer Versäumnis der Pünktlichkeit hat Euch selbst und Eure Stadt einiges gekostet. Ich befürchte, Ihr werdet Euer Konto ein wenig ... abgemagert vorfinden. Betrachtet es als eine wichtige Lektion. Guten Tag.	Euer Versäumnis der Pünktlichkeit hat Euch selbst und Eure Stadt einiges gekostet. Ich befürchte, Ihr werdet Euer Konto ein wenig ... abgemagert vorfinden. Betrachtet es als eine wichtige Lektion. Guten Tag.		Niles Stantley
169	Growf!	Growf!		Baby Dragon
170	Seid gegrüßt, werte Herren. Kann ich einen Moment Eurer Zeit beanspruchen?	Gut Euch wieder zu sehen, edle Herren.		Darron Temper
171	Guten Tag, meine Herren. Kann ich Euch kurz stören?	Ein Vergnügen, Euch wieder zu sehen, meine Herren.		Gary Zimm
172	"Habt Dank für meine Befreiung aus diesem Käfig. Ich dachte, ich könne alleine fliehen, nachdem ich einer Wache einen Schlüssel entwendet hatte, aber dieser öffnete den Käfig nicht! Wozu man ihn auch braucht, ich denke, Ihr könnt mehr damit anfangen als ich.

Ich muß dringend in mein Königreich zurück kehren; wer weiß, welch schreckliche Dinge seit meiner Abwesenheit geschehen sind. Verzeiht, daß ich so kurz angebunden bin, aber ich muß endlich wieder frische Luft atmen. Ihr habt Erathia und Enroth einen großen Dienst erwiesen und ich bin in Eurer Schuld."	Wie schön, Euch wieder zu sehen. Habt Dank für Eure Hilfe bei meiner Flucht von den Kreeganern. Falls Ihr je nach Enroth kommt, besucht doch dort Schloß Ironfist und mich.		Roland
173	Kann ich Euch einen Augenblick stören?	Kann ich Euch einen Augenblick stören?		Statuette First
174	Hervorragende Arbeit, meine Gefährten sind begeistert.	Hervorragende Arbeit, meine Gefährten sind begeistert.		Statuette Finished
175	Seid gegrüßt, edle Herren. Willkommen in meiner bescheidenen Behausung.	Erneut willkommen, meine Herren. Möge Euer Aufenthalt ein angenehmer sein.		Painting First
176	Danke für Eure Hilfe bei der Vollendung meiner Sammlung. Seid Euch meiner ewigen Dankbarkeit gewiß!	Danke für Eure Hilfe bei der Vollendung meiner Sammlung. Seid Euch meiner ewigen Dankbarkeit gewiß!		Painting Finished
177	Guten Tag! Wollt Ihr etwas über die ArcoMage Meisterschaft erfahren?	Guten Tag! Wollt Ihr etwas über die ArcoMage Meisterschaft erfahren?		Arcomage First
178	Willkommen, ArcoMage Meister!	Willkommen, ArcoMage Meister!		Arcomage Finished
179	Zu Diensten! Seid Ihr gekommen, um die Kunst der Zauberei zu studieren?	Zu Diensten! Seid Ihr gekommen, um die Kunst der Zauberei zu studieren?	Hint NPC In Bracada	
180	Willkommen in Celeste! Es gibt viele Sehenswürdigkeiten hier!	Willkommen in Celeste! Es gibt viele Sehenswürdigkeiten hier!	Hint NPC In Celeste	
181	Nun seid Ihr in der Grube! Wünscht ihr Euch schon, tot zu sein?	Nun seid Ihr in der Grube! Wünscht ihr Euch schon, tot zu sein?	Hint NPC In The Pit	
182	Nighon ist der beste Ort, um die Wege der Magie zu lernen. Habt Ihr all jene besucht, die Euch etwas lehren können?	Nighon ist der beste Ort, um die Wege der Magie zu lernen. Habt Ihr all jene besucht, die Euch etwas lehren können?	Hint NPC In Nighon	
183	Das Tal der Hügelgräber ist kein Platz für ein längeres Verweilen. Ich werde nach Steinstadt zurückkehren, wenn es hier zu schlimm wird!	Das Tal der Hügelgräber ist kein Platz für ein längeres Verweilen. Ich werde nach Steinstadt zurückkehren, wenn es hier zu schlimm wird!	Hint NPC in Barrow Downs	
184	Tatalia hat die heftigsten Gegenden in Erathia. Von schneebedeckten Bergen bis zu mückenverseuchten Sümpfen im Süden.	Tatalia hat die heftigsten Gegenden in Erathia. Von schneebedeckten Bergen bis zu mückenverseuchten Sümpfen im Süden.	Hint NPC in Tatalia	
185	Guten Tag, ich hoffe, Ihr seid wohl auf!	Guten Tag, ich hoffe, Ihr seid wohl auf!	Hint NPC in Avlee	
186	Besucher von Steinstadt, es ist eine Weile her, daß wir Besucher wie Euch hatten! Willkommen!	Besucher von Steinstadt, es ist eine Weile her, daß wir Besucher wie Euch hatten! Willkommen!	Hint NPC in Stone City	
187	Ihr habt Lord Markhams Wettbewerb gewonnen? Viel Glück ... Die letzten, die versuchten, das Schloß auf Vordermann zu bringen, kamen nie wieder heraus.	Ihr habt Lord Markhams Wettbewerb gewonnen? Viel Glück ... Die letzten, die versuchten, das Schloß auf Vordermann zu bringen, kamen nie wieder heraus.	Hint NPC in Harmondale	
188	Willkommen in Pierpont. Besucht nicht den Wald im Nordosten. Mehrere Personen sind dort verschwunden!	Willkommen in Pierpont. Besucht nicht den Wald im Nordosten. Mehrere Personen sind dort verschwunden!	Hint NPC in Tularean Forest (4)	
189	Erathia ist sicher ein besserer Ort, seit Königin Catherine auf Schloß Greifenherz regiert. Meint Ihr nicht auch?	Erathia ist sicher ein besserer Ort, seit Königin Catherine auf Schloß Greifenherz regiert. Meint Ihr nicht auch?	Hint NPC in Erathia (3)	
190	Deyja ist der beste Ort, um die Wege der Magie zu erlernen. Habt Ihr all jene aufgesucht, die Euch etwas lehren können?	Deyja ist der beste Ort, um die Wege der Magie zu erlernen. Habt Ihr all jene aufgesucht, die Euch etwas lehren können?	Hint NPC in Deyja (5)	
191	Seid gegrüßt! Mein Name ist Qillain und ich kann aus Erz, das Ihr mir bringt, Waffen herstellen in einer dem Erz entsprechenden Qualität. Ich werde das beste Erz zuerst verwenden und ich nehme nur Erz von einer Person zu einer Zeit an.	Seid gegrüßt! Mein Name ist Qillain und ich kann aus Erz, das Ihr mir bringt, Waffen herstellen in einer dem Erz entsprechenden Qualität. Ich werde das beste Erz zuerst verwenden und ich nehme nur Erz von einer Person zu einer Zeit an.	Ore for weapon	
192	Seid gegrüßt! Mein Name ist Robert und ich kann aus Erz, das Ihr mir bringt, Rüstungen herstellen in einer dem Erz entsprechenden Qualität. Ich werde das beste Erz zuerst verwenden und ich nehme nur Erz von einer Person zu einer Zeit an.	Seid gegrüßt! Mein Name ist Robert und ich kann aus Erz, das Ihr mir bringt, Rüstungen herstellen in einer dem Erz entsprechenden Qualität. Ich werde das beste Erz zuerst verwenden und ich nehme nur Erz von einer Person zu einer Zeit an.	Ore for armor	
193	Seid gegrüßt! Mein Name ist Cloud und ich kann aus Erz, das Ihr mir bringt, Gegenstände herstellen - Ihr wißt schon: Ringe, Umhänge und dergleichen -  in einer dem Erz entsprechenden Qualität. Ich werde das beste Erz zuerst verwenden und ich nehme nur Erz von einer Person zu einer Zeit an.	Seid gegrüßt! Mein Name ist Cloud und ich kann aus Erz, das Ihr mir bringt, Gegenstände herstellen - Ihr wißt schon: Ringe, Umhänge und dergleichen -  in einer dem Erz entsprechenden Qualität. Ich werde das beste Erz zuerst verwenden und ich nehme nur Erz von einer Person zu einer Zeit an.	Ore for misc	
194	Halt! Ihr scheint die Totenbeschwörersteuer vergessen zu haben. Die Steuer beträgt 1000 Goldstücke und stellt sicher, daß die Straßen frei von Zombies bleiben und es ist sicher in Eurem Interesse, zu bezahlen.	Halt! Ihr scheint die Totenbeschwörersteuer vergessen zu haben. Die Steuer beträgt 1000 Goldstücke und stellt sicher, daß die Straßen frei von Zombies bleiben und es ist sicher in Eurem Interesse, zu bezahlen.	Ambush	
195	Braucht Ihr ein wenig Geld? Ich kaufe Kisten mit tulareanischem Holz und verkaufe Pfeilspitzen zum günstigsten Preis.	Habt Ihr tulareanisches Holz? Ich kaufe Kisten mit tulareanischem Holz und verkaufe Pfeilspitzen zum günstigsten Preis.	Trading Triangle 1 1	
196	Vielleicht können wir ins Geschäft kommen. Ich kaufe Pfeilspitzen und verkaufe dafür Kisten von Greifenfedern zu einem günstigen Preis.	Habt Ihr Pfeilspitzen? Ich kaufe Pfeilspitzen und verkaufe dafür Kisten von Greifenfedern zu einem günstigen Preis.	Trading Triangle 1 2	
197	Wollt Ihr ein wenig Geld verdienen? Ich kaufe Kisten mit Greifenfedern und verkaufe Kisten mit tulareanischem Holz besonders günstig.	Habt Ihr Greifenfedern?  Ich kaufe Kisten mit Greifenfedern und verkaufe Kisten mit tulareanischem Holz besonders günstig.	Trading Triangle 1 3	
198	Seid gegrüßt! Ich kaufe enrothianischen Wein und verkaufe Kisten mit Sand zu einem günstigen Preis.	Habt Ihr enrothianischen Wein mitgebracht? Ich kaufe enrothianischen Wein und verkaufe Kisten mit Sand zu einem günstigen Preis.	Trading Triangle 2 1	
199	Wollt Ihr etwas Geld verdienen? Ich kaufe Kisten mit Sand und verkaufe Kisten mit Glasflaschen zu einem sehr günstigen Preis.	Seid gegrüßt! Ich kaufe Kisten mit Sand und verkaufe Kisten mit Glasflaschen zu einem sehr günstigen Preis. 	Trading Triangle 2 2	
200	Seid gegrüßt! Ich kaufe Kisten mit Glassflaschen und verkaufe Kisten mit Enrothianischem Wein zum besten Preis weit und breit. Möchtet Ihr ein wenig Geld machen?	Habt Ihr Glassflaschen? Ich kaufe Kisten mit Glassflaschen und verkaufe Kisten mit Enrothianischem Wein zum besten Preis weit und breit.	Trading Triangle 2 3	
201	"::Ihr erhaltet eine telepathische Nachricht:: Meine Herren. Mein Name ist Archibald Ironfist. Ihr habt vielleicht von mir gehört--ich bin der, der bis vor kurzem der Herrscher über die Grube war. Nach meinem Rücktritt fühle ich mich nicht länger von Staats-Angelegenheiten beeinträchtigt. Ich weiß, daß wir Gegner waren, aber ich bin gezwungen, Euch um Hilfe zu bitten. Im Gegenzug glaube ich, daß ich Euch auch helfen kann.
Mit Hilfe der Apparate, die sich in meinem neuen Labor befinden, habe ich herausgefunden, daß mein Bruder Roland, der Ehemann von Königin Catherine von Erathia, noch immer von den Teufeln in ihrer abstoßenden, äh, Behausung gefangen gehalten wird. Mir ist zu Ohren gekommen, daß Ihr auf dem Weg seid, um sie zu bekämpfen (diese Apparate sind wirklich wundervoll) und ich will sicher sein, daß Ihr erfolgreich seid. Mein Bruder hat den Schlüssel zu der Kammer ihres Anführers gestohlen und ihn in dem Käfig versteckt, in dem sie ihn festhalten.   
Bitte rettet ihn! Nicht einmal ich kann es ertragen, meinen Bruder in solchen Qualen zu wissen! Um Euch ein wenig zu helfen, biete ich Euch diese Waffe an. Mein treuer Diener Piridak hat sie...gefunden, unter den persönlichen Besitztümern meiner Berater. Ich hoffe, sie hilft Euch."	"::Ihr erhaltet eine telepathische Nachricht:: Meine Herren. Mein Name ist Archibald Ironfist. Ihr habt vielleicht von mir gehört--ich bin der, der bis vor kurzem der Herrscher über die Grube war. Nach meinem Rücktritt fühle ich mich nicht länger von Staats-Angelegenheiten beeinträchtigt. Ich weiß, daß wir Gegner waren, aber ich bin gezwungen, Euch um Hilfe zu bitten. Im Gegenzug glaube ich, daß ich Euch auch helfen kann.
Mit Hilfe der Apparate, die sich in meinem neuen Labor befinden, habe ich herausgefunden, daß mein Bruder Roland, der Ehemann von Königin Catherine von Erathia, noch immer von den Teufeln in ihrer abstoßenden, äh, Behausung gefangen gehalten wird. Mir ist zu Ohren gekommen, daß Ihr auf dem Weg seid, um sie zu bekämpfen (diese Apparate sind wirklich wundervoll) und ich will sicher sein, daß Ihr erfolgreich seid. Mein Bruder hat den Schlüssel zu der Kammer ihres Anführers gestohlen und ihn in dem Käfig versteckt, in dem sie ihn festhalten.   
Bitte rettet ihn! Nicht einmal ich kann es ertragen, meinen Bruder in solchen Qualen zu wissen! Um Euch ein wenig zu helfen, biete ich Euch diese Waffe an. Mein treuer Diener Piridak hat sie...gefunden, unter den persönlichen Besitztümern meiner Berater. Ich hoffe, sie hilft Euch."	"Archibald contacts party, and party is good (Roland quest)"	
