#	Greeting 1	Greeting 2	Notes	Owner
1	"Я - Лорд Мархэм, благотворитель. Это я предоставил замок в качестве приза для победителя состязания."	"Рад снова видеть вас. Как успехи в поисках?"		Markham
161	"О... лорды, у меня послание для вас от господина Найлза Стэнтли, союзника господина Мальвика, с которым вы наверняка встречались. Я бы советовал вам поскорее прочесть его и действовать соответственно... Господин Стэнтли так ценит пунктуальность!"	"У меня есть новости из Хармондейла. Похоже, члены Гильдии наемников сочли, что там легко поживиться, и начали мародёрствовать в городе и замке."		Messenger
162	"Приветствую вас, друзья. Я прибыл за тем, о чём вы договаривались с моим партнёром, господином Мальвиком. Надеюсь, вы помните встречу с ним на Изумрудном острове? "	"Здравствуйте ещё раз. Надеюсь, вы выполните свою просьбу - это в ваших же интересах."		Niles Stantley
163	"Здравствуйте, лорды. Есть ли у вас немного времени, чтобы помочь бедному старому гному? "	Пожалуйста, помогите нам; жители Каменного города будут в долгу перед вами. 		Spark Burnkindle
164	Спасибо, что помогли нам избавиться от этих отвратительных троглодитов!	Спасибо, что помогли нам избавиться от этих отвратительных троглодитов!		Spark Burnkindle
165	"Добрый день, лорды! "	"Добрый день, лорды! "		Seth Drakkson
166	"Вы здорово разобрались с теми грифонами, лорды. Мне всегда приятно видеть вас. "	"Вы здорово разобрались с теми грифонами, лорды. Мне всегда приятно видеть вас. "		Seth Drakkson
167	Мне нечего сказать вам. Уходите.	Мне нечего сказать вам. Уходите.		Seth Drakkson
168	Отсутствие пунктуальности дорого обойдётся вам и вашему городу. Думаю, что вы найдёте свой банковский счёт несколько... урезанным. Пусть это послужит для вас хорошим уроком. Добрый день.	Отсутствие пунктуальности дорого обойдётся вам и вашему городу. Думаю, что вы найдёте свой банковский счёт несколько... урезанным. Пусть это послужит для вас хорошим уроком. Добрый день.		Niles Stantley
169	Р-р-р-гав!	Р-р-р-гав!		Baby Dragon
170	"Приветствую вас, о лорды. Можно отнять у вас несколько минут?"	"Рад снова видеть вас, лорды. "		Darron Temper
171	"Какая встреча! Нет ли у вас немного времени?"	"Рад снова видеть вас, лорды."		Gary Zimm
172	"Спасибо, что вызволили меня из этой клетки. Я думал, я спасён, когда мне удалось украсть ключ у стражника, но он не подошёл к моему замку. От чего бы ни был этот ключ, думаю, вам он пригодится больше, чем мне. 

Мне нужно возвращаться в своё королевство немедленно; кто знает, что там могло приключиться за время моего отсутствия. Извините меня за поспешность, но мне так хочется снова вдохнуть свежего воздуха. Вы оказали Эрафии и Энроту огромную услугу, я в долгу перед вами. "	"Как я рад снова видеть вас. Спасибо, что помогли мне бежать из Кригана. Если окажетесь в Энроте, приглашаю вас ко мне в замок Айронфист."		Roland
173	Можно отнять у вас несколько минут?	Можно отнять у вас несколько минут?		Statuette First
174	Отличная работа! Мои партнёры очень довольны.	Отличная работа! Мои партнёры очень довольны.		Statuette Finished
175	"Приветствую вас, лорды. Добро пожаловать в мою скромную обитель. "	"Ещё раз здравствуйте, лорды. Чувствуйте себя здесь, как дома. "		Painting First
176	Спасибо за вашу помощь в пополнении моей коллекции. Я вечно буду вам признателен.	Спасибо за вашу помощь в пополнении моей коллекции. Я вечно буду вам признателен.		Painting Finished
177	Добрый день! Хотите узнать о чемпионате по АркоМэйдж?	Добрый день! Хотите узнать о чемпионате по АркоМэйдж?		Arcomage First
178	Добро пожаловать, чемпионы АркоМэйдж!	Добро пожаловать, чемпионы АркоМэйдж!		Arcomage Finished
179	Здравствуйте! Вы пришли изучить искусство волшебства?	Здравствуйте! Вы пришли изучить искусство волшебства?	Hint NPC In Bracada	
180	Добро пожаловать на Небеса! Здесь так много достопримечательностей!	Добро пожаловать на Небеса! Здесь так много достопримечательностей!	Hint NPC In Celeste	
181	Вот вы и в Бездне! Ещё не жалеете, что до сих пор живы?	Вот вы и в Бездне! Ещё не жалеете, что до сих пор живы?	Hint NPC In The Pit	
182	Нигон - самое подходящее место для изучения магии. Вы уже повидались со всеми, кто может вас обучить?	Нигон - самое подходящее место для изучения магии. Вы уже повидались со всеми, кто может вас обучить?	Hint NPC In Nighon	
183	В Курганах не стоит задерживаться. Если здесь станет хуже, я наверное вернусь в Каменный город.	В Курганах не стоит задерживаться. Если здесь станет хуже, я наверное вернусь в Каменный город.	Hint NPC in Barrow Downs	
184	Таталия - место с самым резким климатом во всей Эрафии. Здесь есть всё: от вершин гор, покрытых снегом, до болот на юге. 	Таталия - место с самым резким климатом во всей Эрафии. Здесь есть всё: от вершин гор, покрытых снегом, до болот на юге. 	Hint NPC in Tatalia	
185	Здравствуйте! Надеюсь, у вас сегодня хороший день. 	Здравствуйте! Надеюсь, у вас сегодня хороший день. 	Hint NPC in Avlee	
186	Гости в Каменном городе. Давненько к нам не заходили такие путники, как вы. Добро пожаловать! 	Гости в Каменном городе. Давненько к нам не заходили такие путники, как вы. Добро пожаловать! 	Hint NPC in Stone City	
187	Вы победили в состязании Лорда Мархэма? Удачи вам... Последние из тех, кто пытался очистить это место, ушли в замок Хармондейл и больше не возвращались. 	Вы победили в состязании Лорда Мархэма? Удачи вам... Последние из тех, кто пытался очистить это место, ушли в замок Хармондейл и больше не возвращались. 	Hint NPC in Harmondale	
188	Добро пожаловать в Пьерпонт. Постарайтесь не заходить в лес на северо-востоке. Там уже пропало несколько человек. 	Добро пожаловать в Пьерпонт! Постарайтесь не заходить в лес на северо-востоке. Там уже пропало несколько человек. 	Hint NPC in Tularean Forest (4)	
189	Теперь, когда Катерина правит из Замка Грифонхарт, в Эрафии стало намного лучше. Вам так не кажется?	Теперь, когда Катерина правит из Замка Грифонхарт, в Эрафии стало намного лучше. Вам так не кажется?	Hint NPC in Erathia (3)	
190	Дейя - самое подходящее место для изучения магии. Вы уже повидались со всеми, кто может вас обучить?	Дейя - самое подходящее место для изучения магии. Вы уже повидались со всеми, кто может вас обучить?	Hint NPC in Deyja (5)	
191	"Здравствуйте! Меня зовут Киллейн, я умею делать оружие из руды. Если найдёте руду, принесите мне глыбу, и я сделаю вам оружие. Оно будет тем лучше, чем выше качество руды. Я буду работать сначала с самой лучшей рудой, и я принимаю только по одному человеку за раз."	"Здравствуйте! Меня зовут Киллейн, я умею делать оружие из руды. Если найдёте руду, принесите мне глыбу, и я сделаю вам оружие. Оно будет тем лучше, чем выше качество руды. Я буду работать сначала с самой лучшей рудой, и я принимаю только по одному человеку за раз."	Ore for weapon	
192	"Добро пожаловать! Меня зовут Роберт, я умею делать доспехи из руды. Если найдёте руду, принесите мне глыбу, и я сделаю вам доспехи. Они будут тем лучше, чем выше качество руды. Я буду работать сначала с самой лучшей рудой, и я принимаю только по одному человеку за раз."	"Добро пожаловать! Меня зовут Роберт, я умею делать доспехи из руды. Если найдёте руду, принесите мне глыбу, и я сделаю вам доспехи. Они будут тем лучше, чем выше качество руды. Я буду работать сначала с самой лучшей рудой, и я принимаю только по одному человеку за раз."	Ore for armor	
193	"Здравствуйте! Меня зовут Клауд, и я умею делать различные вещи из руды, например, кольца, мантии, башмаки и всё такое. Если найдёте руду, принесите мне глыбу, и я сделаю из неё что-нибудь. Качество изделий будет зависеть от качества руды. Я буду работать сначала с самой лучшей рудой, и я принимаю только по одному человеку за раз."	"Здравствуйте! Меня зовут Клауд, и я умею делать различные вещи из руды, например, кольца, мантии, башмаки и всё такое. Если найдёте руду, принесите мне глыбу, и я сделаю из неё что-нибудь. Качество изделий будет зависеть от качества руды. Я буду работать сначала с самой лучшей рудой, и я принимаю только по одному человеку за раз."	Ore for misc	
194	"Не двигаться! Похоже, вы забыли уплатить налог некромантам. Этот налог в 1000 монет собирается для того, чтобы на дорогах не было зомби, и в ваших интересах заплатить его. "	"Не двигаться! Похоже, вы забыли уплатить налог некромантам. Этот налог в 1000 монет собирается для того, чтобы на дорогах не было зомби, и в ваших интересах заплатить его. "	Ambush	
195	Хотите немного подзаработать? Я покупаю тулареанскую древесину и продаю наконечники стрел. У меня самые выгодные цены. 	У вас есть тулареанская древесина? Я покупаю тулареанскую древесину и продаю наконечники стрел. У меня самые выгодные цены. 	Trading Triangle 1 1	
196	Может быть, провернём сделку? Я покупаю наконечники стрел и продаю перья грифонов. У меня самые выгодные цены. 	У вас есть наконечники стрел? Я покупаю наконечники стрел и продаю перья грифонов. У меня самые выгодные цены. 	Trading Triangle 1 2	
197	Хотите заработать немного монет? Я покупаю перья грифонов и продаю тулареанскую древесину. У меня самые выгодные цены. 	У вас есть перья грифонов? Я покупаю перья грифонов и продаю тулареанскую древесину. У меня самые выгодные цены. 	Trading Triangle 1 3	
198	Здравствуйте! Я покупаю энротское вино и продаю песок. У меня самые выгодные цены. Хотите заработать немного деньжат?	У вас есть с собой вино из Энрота? Я покупаю энротское вино и продаю песок. У меня самые выгодные цены. 	Trading Triangle 2 1	
199	Не хотите ли заключить сделку? Я покупаю песок и продаю стеклянные бутылки. У меня самые выгодные цены. 	Здравствуйте! Я покупаю песок и продаю стеклянные бутылки. У меня самые выгодные цены. 	Trading Triangle 2 2	
200	Здравствуйте! Я покупаю стеклянные бутылки и продаю энротское вино. У меня самые выгодные цены. Хотите заработать немного деньжат?	Нет ли у вас стеклянных бутылок? Я покупаю стеклянные бутылки и продаю энротское вино. У меня самые выгодные цены. 	Trading Triangle 2 3	
201	"::Вы получаете телепатическое послание:: О... лорды. Меня зовут Арчибальд Айронфист. Вы, вероятно, слышали обо мне - до недавних пор я был правителем Бездны. После ухода в отставку я оказался вне государственных дел. Знаю, что мы были врагами, но я вынужден просить вашей помощи. Думаю, что я тоже смогу помочь вам.

Я вижу, что вы намереваетесь вступить в бой с дьяволами и хотите сделать всё, чтобы победить. При помощи оборудования, которое есть в моей новой лаборатории, я обнаружил, что дьяволы держат у себя в плену моего брата Роланда, мужа эрафийской королевы Катерины. 

Пожалуйста, спасите его! Я не могу даже думать о том, что творится с моим братом в этих условиях. Чтобы помочь вам, предлагаю это оружие. Его отыскал среди личных вещей моего советника мой самый преданный слуга Пиридак. Надеюсь, оно поможет вам."	"::Вы получаете телепатическое послание:: О... лорды. Меня зовут Арчибальд Айронфист. Вы, вероятно, слышали обо мне - до недавних пор я был правителем Бездны. После ухода в отставку я оказался вне государственных дел. Знаю, что мы были врагами, но я вынужден просить вашей помощи. Думаю, что я тоже смогу помочь вам.

Я вижу, что вы намереваетесь вступить в бой с дьяволами и хотите сделать всё, чтобы победить. При помощи оборудования, которое есть в моей новой лаборатории, я обнаружил, что дьяволы держат у себя в плену моего брата Роланда, мужа эрафийской королевы Катерины. 

Пожалуйста, спасите его! Я не могу даже думать о том, что творится с моим братом в этих условиях. Чтобы помочь вам, предлагаю это оружие. Его отыскал среди личных вещей моего советника мой самый преданный слуга Пиридак. Надеюсь, оно поможет вам."	"Archibald contacts party, and party is good (Roland quest)"	
202	"::Вы получаете телепатическое послание:: Друзья. Я знаю, что вы сотрудничаете с моими прежними советниками, но я должен вновь обратиться к вам за помощью.

При помощи оборудования, которое есть в моей новой лаборатории, я обнаружил, что дьяволы держат у себя в плену моего брата Роланда, мужа эрафийской королевы Катерины. Я случайно узнал, что вы собираетесь сразиться с ними (это оборудование великолепно) и я бы хотел, чтобы всё прошло, как задумано. Мой брат выкрал ключ от покоев их главаря и прячет его в звериной клетке, в которой они его держат. 

Пожалуйста, спасите его! Я не могу даже думать о том, что творится с моим братом в этих условиях. Чтобы помочь вам, предлагаю это оружие. Его отыскал среди личных вещей моего советника мой самый преданный слуга Пиридак. Надеюсь, оно поможет вам."	"::Вы получаете телепатическое послание:: Друзья. Я знаю, что вы сотрудничаете с моими прежними советниками, но я должен вновь обратиться к вам за помощью.

При помощи оборудования, которое есть в моей новой лаборатории, я обнаружил, что дьяволы держат у себя в плену моего брата Роланда, мужа эрафийской королевы Катерины. Я случайно узнал, что вы собираетесь сразиться с ними (это оборудование великолепно) и я бы хотел, чтобы всё прошло, как задумано. Мой брат выкрал ключ от покоев их главаря и прячет его в звериной клетке, в которой они его держат. 

Пожалуйста, спасите его! Я не могу даже думать о том, что творится с моим братом в этих условиях. Чтобы помочь вам, предлагаю это оружие. Его отыскал среди личных вещей моего советника мой самый преданный слуга Пиридак. Надеюсь, оно поможет вам."	"Archibald contacts party, and party is evil (Roland quest)"	
203	"Стойте! Посторонним запрещено проходить в эту часть Каменного города. Если вы ищете тронный зал короля Готфарра, то он находится к востоку отсюда. "	"Стойте! Вас уже однажды предупреждали! Посторонним запрещено проходить в эту часть Каменного города. Если вы ищете тронный зал короля Готфарра, то он находится к востоку отсюда. "	Guard Stone City	
204	"Добрый день, лорды! Как поживаете?"	"Добрый день, лорды! Как поживаете?"	Goblin spy	
205	"А, участники состязания! Надеюсь, вы пришли не для того, чтобы вернуть мне Хармондейл. Если вы взглянете в договор, который подписали, то увидите, что в разделе С главы 3 на странице 9 чётко указано: сделка окончательна и расторжению не подлежит. Наша сделка, на самом деле, состоялась бесповоротно. Назвался груздём - полезай в кузов! ::Зевает:: Хотите ещё о чём-то поговорить? "	"Хм. Вы ведь не думаете, что я вправду буду вести себя так, будто вы благородных кровей? Рождённый ползать всю жизнь будет ползать, - так говаривала моя мамочка. Не могли бы вы в следующий раз входить через дверь для обслуживающего персонала? Меня смущает, когда вы - крестьяне в грязной, пыльной и заляпанной одежде заходите через парадный вход. Что подумают обо мне соседи!"		
206	"Так что насчёт ваших драконьих чешуек?  Моё предложение всё ещё в силе."	"Так что насчёт ваших драконьих чешуек?  Моё предложение всё ещё в силе."	Proposal	Dragon scales crafter
207	"Спасибо вам, лорды, за возможность снова поработать с драконьей чешуёй.  Приятно вспомнить старые времена!"	"Спасибо вам, лорды, за возможность снова поработать с драконьей чешуёй.  Приятно вспомнить старые времена!"	Accepted	Dragon scales crafter
208	"Милорды, к нам прибыли послы из Бракады и Дейи.  Они ждут аудиенции в тронном зале."	"Вы звали меня, о лорды?"	Good and evil ambassadors	Butler
209	"Лорды Хармондейла!  Я рад наконец встретиться с вами.  Меня зовут Гэвин Магнус, и я говорю от имени Бракады.  Перейду к делу: я предлагаю союз.  Текущий конфликт между Эрафией и АвЛи принесёт лишь разруху всем его участникам, включая ваши владения.  Объединитесь с нами, и с нашей поддержкой мы сможем убедить воюющие стороны остановиться.  Это единственный разумный выбор!  Более того, Бракада может предложить вам куда больше, как вы убедитесь вскоре после подписания альянса.  Итак, что скажете?"	"И снова добро пожаловать.  Вы готовы подписать альянс?"	Alliance offer	Gavin Magnus
210	"Всегда рад вас видеть, друзья. Вы готовы пройти моё небольшое испытание?"	"Всегда рад вас видеть, друзья. Вы готовы пройти моё небольшое испытание?"	Already talked	Gavin Magnus
211	"Стало быть, вы новые лорды Хармондейла.  Добро пожаловать!  Я Арчибальд Айронфист, король Дейи.  Ваша коронация вызвала заметный переполох среди наших соседей, и, похоже, кто бы ни выиграл эту войну, независимости вам не видать.  Печальная перспектива, не так ли?  Вот что я предлагаю: присоединитесь к нам, и вместе мы сможем добиться, чтобы ни одна из сторон не стала выигравшей.  Вместо этого, победителями будем мы!  И не только в этом -- Дейя может предложить вам знания и могущество, какие вам и не снились... и цена так мала.  Вы готовы её заплатить?"	"Доброй ночи, лорды.  Моё предложение дружбы и силы всё ещё действует."	Alliance offer	Archibald
212	"Как идёт подготовка к испытанию? Вы можете пройти его в любое удобное для вас время... Просто приходите к Инкубатору и прыгайте вниз. [Арчибальд смеётся, половина его лица скрыта в тени] Там всегда открыто."	"Как идёт подготовка к испытанию? Вы можете пройти его в любое удобное для вас время... Просто приходите к Инкубатору и прыгайте вниз. [Арчибальд смеётся, половина его лица скрыта в тени] Там всегда открыто."	Already talked	Archibald
213	"Лорды Хармондейла.  Добрый день.  Я с сожалением узнал о вашем союзе с Дейей.  Однако вы посетили и меня -- может ли быть, что вы колеблетесь?  Ещё не поздно повернуться к Свету, друзья.  Следуйте за своей совестью!  Вместе мы сможем остановить эту ужасную войну, уже забравшую столько жизней, и, возможно, предотвратить ещё одну - некроманты, как всегда, жаждут власти над континентом, и иметь кого-то на нашей стороне, кому они доверяют, признаться, могло бы быть нашим козырём в рукаве.  Я предлагаю вам дружбу и высокую цель, лорды.  Вы примете её?"	"Помните, лорды, путь Тьмы ведёт прочь от вашей человечности.  Сверните с него, пока не поздно!"	Double-cross offer	Gavin Magnus
214	"Так-так-так, похоже, новые лорды Хармондейла наконец одарили нас своим визитом!  Мои шпионы уже уведомили меня о вашем союзе с Бракадой.  Можно бы считать это - и вас - проблемой, но я предпочитаю видеть возможность.  Мудрый правитель прежде думает о своей выгоде, и Дейя может предложить вам куда больше!  Мы можем позаботиться, чтобы ваши соседи не смогли завоевать вас, будучи слишком истощены своими ссорами.  Мы можем дать силу вам самим, ту, что доступна идущим по пути Тьмы.  И не только это...  А Магнус может пребывать в блаженном неведении.  Что скажете?"	"Выберите между бессмысленной лояльностью и безграничной силой, лорды!  Даже думать не о чём.  Мы будем держать наши дела в секрете от Бракады, так что с ними у вас проблем не будет."	Double-cross offer	Archibald
215	"Что ж.  Полагаю, мы теперь враги.  Я искренне считал, что вы ещё исправимы, но все иногда делают ошибки.  Надеюсь, ваша не будет стоить вашим людям слишком дорого.  Прочь отсюда, и никогда не возвращайтесь!"	"Что ж.  Полагаю, мы теперь враги.  Я искренне считал, что вы ещё исправимы, но все иногда делают ошибки.  Надеюсь, ваша не будет стоить вашим людям слишком дорого.  Прочь отсюда, и никогда не возвращайтесь!"	Rejected	Gavin Magnus
216	"[Арчибальд хмурится] Какое... разочарование.  Что ж, если вы так хотите быть на проигравшей стороне, да будет так.  У меня нет времени на глупцов.  Не споткнитесь о порог на выходе, и не думайте, что вас здесь снова встретят дружелюбно."	"[Арчибальд хмурится] Какое... разочарование.  Что ж, если вы так хотите быть на проигравшей стороне, да будет так.  У меня нет времени на глупцов.  Не споткнитесь о порог на выходе, и не думайте, что вас здесь снова встретят дружелюбно."	Rejected	Archibald
217	"Я рада, что вы прошли испытание.  Но кое-кто из моих коллег-советников ещё сомневается в вашей приверженности Пути Света.  У каждого из нас есть для вас кое-какая работа, если вы не против, но мы решили начать с одного простого задания.  Когда вы его выполните, это развеет все сомнения.  Разумеется, вы будете вознаграждены за эту работу.  И всегда помните: о чём бы мы ни попросили, это всегда делается с благородными целями, и вы будете гордиться тем, что участвовали в этом."	"Всегда рада видеть вас, лорды."	Probatory	Resurectra
218	"Итак, вы прошли испытание!  Замечательно.  Теперь мы можем перейти к делам.  У меня есть для вас задание, что поможет вам решиться порвать ваши связи с Бракадой, и когда вы его выполните, мои коллеги также подключатся.  Вы увидите, что работа на нас... [Кастор мотает головой и начинает заново] Нет.  Вы увидите, что работа с нами послужит достижению наших общих целей и общих интересов.  У нас большие планы - достаточно большие, чтобы в них нашлось место энергичным людям, типа вас.  Со временем, мы расскажем вам больше о наших планах."	"[Кастор улыбается] Добро пожаловать назад, союзники. Надеюсь, у вас всё в порядке?"	Probatory	Kastore
219	"Значит, мы пригласили вас к нам в столицу, предложили вам союз, а вы взяли и обокрали наше святилище?  Слуги Тьмы в своём репертуаре!  Мой король велел передать, чтобы вы ноги не смели ступить в Бракаду после этой выходки.  Мы не потерпим воров и предателей на нашей территории."	"Значит, мы пригласили вас к нам в столицу, предложили вам союз, а вы взяли и обокрали наше святилище?  Слуги Тьмы в своём репертуаре!  Мой король велел передать, чтобы вы ноги не смели ступить в Бракаду после этой выходки.  Мы не потерпим воров и предателей на нашей территории."	Betrayed	Wizard Ambassador
220	"Похоже, вы злоупотребили нашим гостеприимством, чтобы стянуть кое-что ценное из нашего храма.  Образцовое предательство, но ваши цели разочаровывают.  От имени Дейи, я объявляю вам войну!  Если вы снова окажетесь на нашей территории, то будете убиты... раньше.  Однажды вы пожалеете, что оказались на проигравшей стороне."	"Похоже, вы злоупотребили нашим гостеприимством, чтобы стянуть кое-что ценное из нашего храма.  Образцовое предательство, но ваши цели разочаровывают.  От имени Дейи, я объявляю вам войну!  Если вы снова окажетесь на нашей территории, то будете убиты... раньше.  Однажды вы пожалеете, что оказались на проигравшей стороне."	Betrayed	Necro Ambassador
221	"Приветствую!  Я учусь магии Земли у Аваланша по соседству.  Многие чародеи пренебрегают Землёй, но я считаю, что это лучшая стихия для настоящего боевого мага, ведь в ней есть как разрушительные атаки, так и тактически полезные чары.  Нужно только некоторое умение, чтобы их совместить."	"И снова привет.  Как поживаете?"	Sacrificial Dagger questgiver
222	*тихое ржание*	*тихое ржание*	Cavalier horse
223	*загробный стон*	*загробный стон*	Cavalier zombie horse
224	"Милорды, я прошу вас посетить Замок Хармондейл!  В ваших землях случилось кое-что неожиданное, и требуется ваше присутствие.  Я не смею вдаваться в подробности."	"Милорды, я прошу вас посетить Замок Хармондейл!  В ваших землях случилось кое-что неожиданное, и требуется ваше присутствие.  Я не смею вдаваться в подробности."	Probatory access messenger
