Item #	Pic File	Name	Value	Equip Stat	Skill Group	Mod1	Mod2	material	ID/Rep/St	Not identified name	Sprite Index	VarA	VarB	Equip X	Equip Y	Notes		
395	item186	Убийство жертвы	500	Sscroll	Misc	S96	1	2	18	Свиток с заклинанием	77	0	0	0	0	Свиток с заклинанием.  Чтобы применить это заклинание, возьмите свиток и щелкните левой кнопкой над портретом своего героя в меню снаряжения.		
396	item186	Дыхание Дракона	600	Sscroll	Misc	S97	1	2	18	Свиток с заклинанием	77	0	0	0	0	Свиток с заклинанием.  Чтобы применить это заклинание, возьмите свиток и щелкните левой кнопкой над портретом своего героя в меню снаряжения.		
397	item186	Армагеддон	750	Sscroll	Misc	S98	1	2	18	Свиток с заклинанием	77	0	0	0	0	Свиток с заклинанием.  Чтобы применить это заклинание, возьмите свиток и щелкните левой кнопкой над портретом своего героя в меню снаряжения.		
398	item183	Испить Душу	1000	Sscroll	Misc	S99	1	2	24	Свиток с заклинанием	77	0	0	0	0	Свиток с заклинанием.  Чтобы применить это заклинание, возьмите свиток и щелкните левой кнопкой над портретом своего героя в меню снаряжения.		
399	item184	Судьба	30	Sscroll	Misc	S103	1	2	1	Свиток с заклинанием	77	0	0	0	0	Свиток с заклинанием.  Чтобы применить это заклинание, возьмите свиток и щелкните левой кнопкой над портретом своего героя в меню снаряжения.		
400	item190	Свет факела	100	Book	Misc	S1	1	3	5	Книга Заклинаний	78	0	0	0	0	Книга Заклинаний.  Чтобы выучить это заклинание, возьмите книгу и щелкните левой кнопкой над портретом своего героя в меню снаряжения.  Ваш персонаж должен владеть магией Огня, чтобы выучить это заклинание.		
401	item190	Удар огня	200	Book	Misc	S2	1	3	5	Книга Заклинаний	78	0	0	0	0	Книга Заклинаний.  Чтобы выучить это заклинание, возьмите книгу и щелкните левой кнопкой над портретом своего героя в меню снаряжения.  Ваш персонаж должен владеть магией Огня, чтобы выучить это заклинание.		
402	item190	Защита от огня	300	Book	Misc	S3	1	3	5	Книга Заклинаний	78	0	0	0	0	Книга Заклинаний.  Чтобы выучить это заклинание, возьмите книгу и щелкните левой кнопкой над портретом своего героя в меню снаряжения.  Ваш персонаж должен владеть магией Огня, чтобы выучить это заклинание.		
403	item190	Аура огня	400	Book	Misc	S4	1	3	5	Книга Заклинаний	78	0	0	0	0	Книга Заклинаний.  Чтобы выучить это заклинание, возьмите книгу и щелкните левой кнопкой над портретом своего героя в меню снаряжения.  Ваш персонаж должен владеть магией Огня, чтобы выучить это заклинание.		
404	item191	Ускорение	500	Book	Misc	S5	1	3	10	Книга Заклинаний	78	0	0	0	0	Книга Заклинаний.  Чтобы выучить это заклинание, возьмите книгу и щелкните левой кнопкой над портретом своего героя в меню снаряжения.  Ваш персонаж должен владеть магией Огня на уровне Эксперта, чтобы выучить это заклинание.		
405	item191	Огненный шар	750	Book	Misc	S6	1	3	10	Книга Заклинаний	78	0	0	0	0	Книга Заклинаний.  Чтобы выучить это заклинание, возьмите книгу и щелкните левой кнопкой над портретом своего героя в меню снаряжения.  Ваш персонаж должен владеть магией Огня на уровне Эксперта, чтобы выучить это заклинание.		
406	item191	Огненный шип	1000	Book	Misc	S7	1	3	10	Книга Заклинаний	78	0	0	0	0	Книга Заклинаний.  Чтобы выучить это заклинание, возьмите книгу и щелкните левой кнопкой над портретом своего героя в меню снаряжения.  Ваш персонаж должен владеть магией Огня на уровне Эксперта, чтобы выучить это заклинание.		
407	item192	Кольцо огня	1500	Book	Misc	S8	1	3	15	Книга Заклинаний	78	0	0	0	0	Книга Заклинаний.  Чтобы выучить это заклинание, возьмите книгу и щелкните левой кнопкой над портретом своего героя в меню снаряжения.  Ваш персонаж должен владеть магией Огня на уровне Мастера, чтобы выучить это заклинание.		
408	item192	Поток метеоров	2000	Book	Misc	S9	1	3	15	Книга Заклинаний	78	0	0	0	0	Книга Заклинаний.  Чтобы выучить это заклинание, возьмите книгу и щелкните левой кнопкой над портретом своего героя в меню снаряжения.  Ваш персонаж должен владеть магией Огня на уровне Мастера, чтобы выучить это заклинание.		
409	item192	Адский огонь	3000	Book	Misc	S10	1	3	15	Книга Заклинаний	78	0	0	0	0	Книга Заклинаний.  Чтобы выучить это заклинание, возьмите книгу и щелкните левой кнопкой над портретом своего героя в меню снаряжения.  Ваш персонаж должен владеть магией Огня на уровне Мастера, чтобы выучить это заклинание.		
410	item193	Испепеление	5000	Book	Misc	S11	1	3	20	Книга Заклинаний	78	0	0	0	0	Книга Заклинаний.  Чтобы выучить это заклинание, возьмите книгу и щелкните левой кнопкой над портретом своего героя в меню снаряжения.  Ваш персонаж должен владеть магией Огня на уровне Великого Магистра, чтобы выучить это заклинание.		
411	item190	Око чародея	100	Book	Misc	S12	1	3	5	Книга Заклинаний	78	0	0	0	0	Книга Заклинаний.  Чтобы выучить это заклинание, возьмите книгу и щелкните левой кнопкой над портретом своего героя в меню снаряжения.  Ваш персонаж должен владеть магией Воздуха, чтобы выучить это заклинание.		
412	item190	Падение пера	200	Book	Misc	S13	1	3	5	Книга Заклинаний	78	0	0	0	0	Книга Заклинаний.  Чтобы выучить это заклинание, возьмите книгу и щелкните левой кнопкой над портретом своего героя в меню снаряжения.  Ваш персонаж должен владеть магией Воздуха, чтобы выучить это заклинание.		
413	item190	Защита от грома	300	Book	Misc	S14	1	3	5	Книга Заклинаний	78	0	0	0	0	Книга Заклинаний.  Чтобы выучить это заклинание, возьмите книгу и щелкните левой кнопкой над портретом своего героя в меню снаряжения.  Ваш персонаж должен владеть магией Воздуха, чтобы выучить это заклинание.		
414	item190	Искры	400	Book	Misc	S15	1	3	5	Книга Заклинаний	78	0	0	0	0	Книга Заклинаний.  Чтобы выучить это заклинание, возьмите книгу и щелкните левой кнопкой над портретом своего героя в меню снаряжения.  Ваш персонаж должен владеть магией Воздуха, чтобы выучить это заклинание.		
415	item191	Прыжок	500	Book	Misc	S16	1	3	10	Книга Заклинаний	78	0	0	0	0	Книга Заклинаний.  Чтобы выучить это заклинание, возьмите книгу и щелкните левой кнопкой над портретом своего героя в меню снаряжения.  Ваш персонаж должен владеть магией Воздуха на уровне Эксперта, чтобы выучить это заклинание.		
416	item191	Щит	750	Book	Misc	S17	1	3	10	Книга Заклинаний	78	0	0	0	0	Книга Заклинаний.  Чтобы выучить это заклинание, возьмите книгу и щелкните левой кнопкой над портретом своего героя в меню снаряжения.  Ваш персонаж должен владеть магией Воздуха на уровне Эксперта, чтобы выучить это заклинание.		
417	item191	Молния	1000	Book	Misc	S18	1	3	10	Книга Заклинаний	78	0	0	0	0	Книга Заклинаний.  Чтобы выучить это заклинание, возьмите книгу и щелкните левой кнопкой над портретом своего героя в меню снаряжения.  Ваш персонаж должен владеть магией Воздуха на уровне Эксперта, чтобы выучить это заклинание.		
418	item192	Невидимость	1500	Book	Misc	S19	1	3	15	Книга Заклинаний	78	0	0	0	0	Книга Заклинаний.  Чтобы выучить это заклинание, возьмите книгу и щелкните левой кнопкой над портретом своего героя в меню снаряжения.  Ваш персонаж должен владеть магией Воздуха на уровне Мастера, чтобы выучить это заклинание.		
419	item192	Точный взрыв	2000	Book	Misc	S20	1	3	15	Книга Заклинаний	78	0	0	0	0	Книга Заклинаний.  Чтобы выучить это заклинание, возьмите книгу и щелкните левой кнопкой над портретом своего героя в меню снаряжения.  Ваш персонаж должен владеть магией Воздуха на уровне Мастера, чтобы выучить это заклинание.		
420	item192	Полет	3000	Book	Misc	S21	1	3	15	Книга Заклинаний	78	0	0	0	0	Книга Заклинаний.  Чтобы выучить это заклинание, возьмите книгу и щелкните левой кнопкой над портретом своего героя в меню снаряжения.  Ваш персонаж должен владеть магией Воздуха на уровне Мастера, чтобы выучить это заклинание.		
421	item193	Звездопад	5000	Book	Misc	S22	1	3	20	Книга Заклинаний	78	0	0	0	0	Книга Заклинаний.  Чтобы выучить это заклинание, возьмите книгу и щелкните левой кнопкой над портретом своего героя в меню снаряжения.  Ваш персонаж должен владеть магией Воздуха на уровне Великого Магистра, чтобы выучить это заклинание.		
422	item190	Пробуждение	100	Book	Misc	S23	1	3	5	Книга Заклинаний	78	0	0	0	0	Книга Заклинаний.  Чтобы выучить это заклинание, возьмите книгу и щелкните левой кнопкой над портретом своего героя в меню снаряжения.  Ваш персонаж должен владеть магией Воды, чтобы выучить это заклинание.		
423	item190	Распыление яда	200	Book	Misc	S24	1	3	5	Книга Заклинаний	78	0	0	0	0	Книга Заклинаний.  Чтобы выучить это заклинание, возьмите книгу и щелкните левой кнопкой над портретом своего героя в меню снаряжения.  Ваш персонаж должен владеть магией Воды, чтобы выучить это заклинание.		
424	item190	Защита от холода	300	Book	Misc	S25	1	3	5	Книга Заклинаний	78	0	0	0	0	Книга Заклинаний.  Чтобы выучить это заклинание, возьмите книгу и щелкните левой кнопкой над портретом своего героя в меню снаряжения.  Ваш персонаж должен владеть магией Воды, чтобы выучить это заклинание.		
425	item190	Ледяная Молния	400	Book	Misc	S26	1	3	5	Книга Заклинаний	78	0	0	0	0	Книга Заклинаний.  Чтобы выучить это заклинание, возьмите книгу и щелкните левой кнопкой над портретом своего героя в меню снаряжения.  Ваш персонаж должен владеть магией Воды, чтобы выучить это заклинание.		
426	item191	Хождение по воде	500	Book	Misc	S27	1	3	10	Книга Заклинаний	78	0	0	0	0	Книга Заклинаний.  Чтобы выучить это заклинание, возьмите книгу и щелкните левой кнопкой над портретом своего героя в меню снаряжения.  Ваш персонаж должен владеть магией Воды на уровне Эксперта, чтобы выучить это заклинание.		
427	item191	Перезарядка	750	Book	Misc	S28	1	3	10	Книга Заклинаний	78	0	0	0	0	Книга Заклинаний.  Чтобы выучить это заклинание, возьмите книгу и щелкните левой кнопкой над портретом своего героя в меню снаряжения.  Ваш персонаж должен владеть магией Воды на уровне Эксперта, чтобы выучить это заклинание.		
428	item191	Всплеск кислоты	1000	Book	Misc	S29	1	3	10	Книга Заклинаний	78	0	0	0	0	Книга Заклинаний.  Чтобы выучить это заклинание, возьмите книгу и щелкните левой кнопкой над портретом своего героя в меню снаряжения.  Ваш персонаж должен владеть магией Воды на уровне Эксперта, чтобы выучить это заклинание.		
429	item192	Талисман	1500	Book	Misc	S30	1	3	15	Книга Заклинаний	78	0	0	0	0	Книга Заклинаний.  Чтобы выучить это заклинание, возьмите книгу и щелкните левой кнопкой над портретом своего героя в меню снаряжения.  Ваш персонаж должен владеть магией Воды на уровне Мастера, чтобы выучить это заклинание.		
430	item192	Портал города	2000	Book	Misc	S31	1	3	15	Книга Заклинаний	78	0	0	0	0	Книга Заклинаний.  Чтобы выучить это заклинание, возьмите книгу и щелкните левой кнопкой над портретом своего героя в меню снаряжения.  Ваш персонаж должен владеть магией Воды на уровне Мастера, чтобы выучить это заклинание.		
431	item192	Ледяной взрыв	3000	Book	Misc	S32	1	3	15	Книга Заклинаний	78	0	0	0	0	Книга Заклинаний.  Чтобы выучить это заклинание, возьмите книгу и щелкните левой кнопкой над портретом своего героя в меню снаряжения.  Ваш персонаж должен владеть магией Воды на уровне Мастера, чтобы выучить это заклинание.		
432	item193	Маяк Ллойда	5000	Book	Misc	S33	1	3	20	Книга Заклинаний	78	0	0	0	0	Книга Заклинаний.  Чтобы выучить это заклинание, возьмите книгу и щелкните левой кнопкой над портретом своего героя в меню снаряжения.  Ваш персонаж должен владеть магией Воды на уровне Великого Магистра, чтобы выучить это заклинание.		
433	item190	Шок	100	Book	Misc	S34	1	3	5	Книга Заклинаний	78	0	0	0	0	Книга Заклинаний.  Чтобы выучить это заклинание, возьмите книгу и щелкните левой кнопкой над портретом своего героя в меню снаряжения.  Ваш персонаж должен владеть магией Земли, чтобы выучить это заклинание.		
434	item190	Замедление	200	Book	Misc	S35	1	3	5	Книга Заклинаний	78	0	0	0	0	Книга Заклинаний.  Чтобы выучить это заклинание, возьмите книгу и щелкните левой кнопкой над портретом своего героя в меню снаряжения.  Ваш персонаж должен владеть магией Земли, чтобы выучить это заклинание.		
435	item190	Защита от магии	300	Book	Misc	S36	1	3	5	Книга Заклинаний	78	0	0	0	0	Книга Заклинаний.  Чтобы выучить это заклинание, возьмите книгу и щелкните левой кнопкой над портретом своего героя в меню снаряжения.  Ваш персонаж должен владеть магией Земли, чтобы выучить это заклинание.		
436	item190	Рой смерти	400	Book	Misc	S37	1	3	5	Книга Заклинаний	78	0	0	0	0	Книга Заклинаний.  Чтобы выучить это заклинание, возьмите книгу и щелкните левой кнопкой над портретом своего героя в меню снаряжения.  Ваш персонаж должен владеть магией Земли, чтобы выучить это заклинание.		
437	item191	Каменная кожа	500	Book	Misc	S38	1	3	10	Книга Заклинаний	78	0	0	0	0	Книга Заклинаний.  Чтобы выучить это заклинание, возьмите книгу и щелкните левой кнопкой над портретом своего героя в меню снаряжения.  Ваш персонаж должен владеть магией Земли на уровне Эксперта, чтобы выучить это заклинание.		
438	item191	Лезвие	750	Book	Misc	S39	1	3	10	Книга Заклинаний	78	0	0	0	0	Книга Заклинаний.  Чтобы выучить это заклинание, возьмите книгу и щелкните левой кнопкой над портретом своего героя в меню снаряжения.  Ваш персонаж должен владеть магией Земли на уровне Эксперта, чтобы выучить это заклинание.		
439	item191	Из Камня в Плоть	1000	Book	Misc	S40	1	3	10	Книга Заклинаний	78	0	0	0	0	Книга Заклинаний.  Чтобы выучить это заклинание, возьмите книгу и щелкните левой кнопкой над портретом своего героя в меню снаряжения.  Ваш персонаж должен владеть магией Земли на уровне Эксперта, чтобы выучить это заклинание.		
440	item192	Взрыв Камня	1500	Book	Misc	S41	1	3	15	Книга Заклинаний	78	0	0	0	0	Книга Заклинаний.  Чтобы выучить это заклинание, возьмите книгу и щелкните левой кнопкой над портретом своего героя в меню снаряжения.  Ваш персонаж должен владеть магией Земли на уровне Мастера, чтобы выучить это заклинание.		
441	item192	Телекинез	2000	Book	Misc	S42	1	3	15	Книга Заклинаний	78	0	0	0	0	Книга Заклинаний.  Чтобы выучить это заклинание, возьмите книгу и щелкните левой кнопкой над портретом своего героя в меню снаряжения.  Ваш персонаж должен владеть магией Земли на уровне Мастера, чтобы выучить это заклинание.		
442	item192	Цветок Смерти	3000	Book	Misc	S43	1	3	15	Книга Заклинаний	78	0	0	0	0	Книга Заклинаний.  Чтобы выучить это заклинание, возьмите книгу и щелкните левой кнопкой над портретом своего героя в меню снаряжения.  Ваш персонаж должен владеть магией Земли на уровне Мастера, чтобы выучить это заклинание.		
443	item193	Изменение веса	5000	Book	Misc	S44	1	3	20	Книга Заклинаний	78	0	0	0	0	Книга Заклинаний.  Чтобы выучить это заклинание, возьмите книгу и щелкните левой кнопкой над портретом своего героя в меню снаряжения.  Ваш персонаж должен владеть магией Земли на уровне Великого Магистра, чтобы выучить это заклинание.		
444	item190	Детектор Жизни	100	Book	Misc	S45	1	3	5	Книга Заклинаний	78	0	0	0	0	Книга Заклинаний.  Чтобы выучить это заклинание, возьмите книгу и щелкните левой кнопкой над портретом своего героя в меню снаряжения.  Ваш персонаж должен владеть магией Духа, чтобы выучить это заклинание.		
445	item190	Благословение	200	Book	Misc	S46	1	3	5	Книга Заклинаний	78	0	0	0	0	Книга Заклинаний.  Чтобы выучить это заклинание, возьмите книгу и щелкните левой кнопкой над портретом своего героя в меню снаряжения.  Ваш персонаж должен владеть магией Духа, чтобы выучить это заклинание.		
446	item190	Призрачное оружие	300	Book	Misc	S47	1	3	5	Книга Заклинаний	78	0	0	0	0	Книга Заклинаний.  Чтобы выучить это заклинание, возьмите книгу и щелкните левой кнопкой над портретом своего героя в меню снаряжения.  Ваш персонаж должен владеть магией Духа, чтобы выучить это заклинание.		
447	item190	Бег мертвецов	400	Book	Misc	S48	1	3	5	Книга Заклинаний	78	0	0	0	0	Книга Заклинаний.  Чтобы выучить это заклинание, возьмите книгу и щелкните левой кнопкой над портретом своего героя в меню снаряжения.  Ваш персонаж должен владеть магией Духа, чтобы выучить это заклинание.		
448	item191	Снятие Порчи	500	Book	Misc	S49	1	3	10	Книга Заклинаний	78	0	0	0	0	Книга Заклинаний.  Чтобы выучить это заклинание, возьмите книгу и щелкните левой кнопкой над портретом своего героя в меню снаряжения.  Ваш персонаж должен владеть магией Духа на уровне Эксперта, чтобы выучить это заклинание.		
449	item191	Сохранение	750	Book	Misc	S50	1	3	10	Книга Заклинаний	78	0	0	0	0	Книга Заклинаний.  Чтобы выучить это заклинание, возьмите книгу и щелкните левой кнопкой над портретом своего героя в меню снаряжения.  Ваш персонаж должен владеть магией Духа на уровне Эксперта, чтобы выучить это заклинание.		
450	item191	Мужество	1000	Book	Misc	S51	1	3	10	Книга Заклинаний	78	0	0	0	0	Книга Заклинаний.  Чтобы выучить это заклинание, возьмите книгу и щелкните левой кнопкой над портретом своего героя в меню снаряжения.  Ваш персонаж должен владеть магией Духа на уровне Эксперта, чтобы выучить это заклинание.		
451	item192	Плеть Духа	1500	Book	Misc	S52	1	3	15	Книга Заклинаний	78	0	0	0	0	Книга Заклинаний.  Чтобы выучить это заклинание, возьмите книгу и щелкните левой кнопкой над портретом своего героя в меню снаряжения.  Ваш персонаж должен владеть магией Духа на уровне Мастера, чтобы выучить это заклинание.		
452	item192	Оживление	2000	Book	Misc	S53	1	3	15	Книга Заклинаний	78	0	0	0	0	Книга Заклинаний.  Чтобы выучить это заклинание, возьмите книгу и щелкните левой кнопкой над портретом своего героя в меню снаряжения.  Ваш персонаж должен владеть магией Духа на уровне Мастера, чтобы выучить это заклинание.		
453	item192	Общая жизнь	3000	Book	Misc	S54	1	3	15	Книга Заклинаний	78	0	0	0	0	Книга Заклинаний.  Чтобы выучить это заклинание, возьмите книгу и щелкните левой кнопкой над портретом своего героя в меню снаряжения.  Ваш персонаж должен владеть магией Духа на уровне Мастера, чтобы выучить это заклинание.		
454	item193	Воскрешение	5000	Book	Misc	S55	1	3	20	Книга Заклинаний	78	0	0	0	0	Книга Заклинаний.  Чтобы выучить это заклинание, возьмите книгу и щелкните левой кнопкой над портретом своего героя в меню снаряжения.  Ваш персонаж должен владеть магией Духа на уровне Великого Магистра, чтобы выучить это заклинание.		
455	item190	Снятие Страха	100	Book	Misc	S56	1	3	5	Книга Заклинаний	78	0	0	0	0	Книга Заклинаний.  Чтобы выучить это заклинание, возьмите книгу и щелкните левой кнопкой над портретом своего героя в меню снаряжения.  Ваш персонаж должен владеть магией Мысли, чтобы выучить это заклинание.		
456	item190	Удар Мысли	200	Book	Misc	S57	1	3	5	Книга Заклинаний	78	0	0	0	0	Книга Заклинаний.  Чтобы выучить это заклинание, возьмите книгу и щелкните левой кнопкой над портретом своего героя в меню снаряжения.  Ваш персонаж должен владеть магией Мысли, чтобы выучить это заклинание.		
457	item190	Защита от мысли	300	Book	Misc	S58	1	3	5	Книга Заклинаний	78	0	0	0	0	Книга Заклинаний.  Чтобы выучить это заклинание, возьмите книгу и щелкните левой кнопкой над портретом своего героя в меню снаряжения.  Ваш персонаж должен владеть магией Мысли, чтобы выучить это заклинание.		
458	item190	Аура враждебности	400	Book	Misc	S59	1	3	5	Книга Заклинаний	78	0	0	0	0	Книга Заклинаний.  Чтобы выучить это заклинание, возьмите книгу и щелкните левой кнопкой над портретом своего героя в меню снаряжения.  Ваш персонаж должен владеть магией Мысли, чтобы выучить это заклинание.		
459	item191	Очарование	500	Book	Misc	S60	1	3	10	Книга Заклинаний	78	0	0	0	0	Книга Заклинаний.  Чтобы выучить это заклинание, возьмите книгу и щелкните левой кнопкой над портретом своего героя в меню снаряжения.  Ваш персонаж должен владеть магией Мысли на уровне Эксперта, чтобы выучить это заклинание.		
460	item191	Лечение паралича	750	Book	Misc	S61	1	3	10	Книга Заклинаний	78	0	0	0	0	Книга Заклинаний.  Чтобы выучить это заклинание, возьмите книгу и щелкните левой кнопкой над портретом своего героя в меню снаряжения.  Ваш персонаж должен владеть магией Мысли на уровне Эксперта, чтобы выучить это заклинание.		
461	item191	Берсерк	1000	Book	Misc	S62	1	3	10	Книга Заклинаний	78	0	0	0	0	Книга Заклинаний.  Чтобы выучить это заклинание, возьмите книгу и щелкните левой кнопкой над портретом своего героя в меню снаряжения.  Ваш персонаж должен владеть магией Мысли на уровне Эксперта, чтобы выучить это заклинание.		
462	item192	Массовый Страх	1500	Book	Misc	S63	1	3	15	Книга Заклинаний	78	0	0	0	0	Книга Заклинаний.  Чтобы выучить это заклинание, возьмите книгу и щелкните левой кнопкой над портретом своего героя в меню снаряжения.  Ваш персонаж должен владеть магией Мысли на уровне Мастера, чтобы выучить это заклинание.		
463	item192	Лечение Безумия	2000	Book	Misc	S64	1	3	15	Книга Заклинаний	78	0	0	0	0	Книга Заклинаний.  Чтобы выучить это заклинание, возьмите книгу и щелкните левой кнопкой над портретом своего героя в меню снаряжения.  Ваш персонаж должен владеть магией Мысли на уровне Мастера, чтобы выучить это заклинание.		
464	item192	Психический Шок	3000	Book	Misc	S65	1	3	15	Книга Заклинаний	78	0	0	0	0	Книга Заклинаний.  Чтобы выучить это заклинание, возьмите книгу и щелкните левой кнопкой над портретом своего героя в меню снаряжения.  Ваш персонаж должен владеть магией Мысли на уровне Мастера, чтобы выучить это заклинание.		
465	item193	Порабощение	5000	Book	Misc	S66	1	3	20	Книга Заклинаний	78	0	0	0	0	Книга Заклинаний.  Чтобы выучить это заклинание, возьмите книгу и щелкните левой кнопкой над портретом своего героя в меню снаряжения.  Ваш персонаж должен владеть магией Мысли на уровне Великого Магистра, чтобы выучить это заклинание.		
466	item190	Лечение Слабости	100	Book	Misc	S67	1	3	5	Книга Заклинаний	78	0	0	0	0	Книга Заклинаний.  Чтобы выучить это заклинание, возьмите книгу и щелкните левой кнопкой над портретом своего героя в меню снаряжения.  Ваш персонаж должен владеть магией Тела, чтобы выучить это заклинание.		
467	item190	Первая помощь	200	Book	Misc	S68	1	3	5	Книга Заклинаний	78	0	0	0	0	Книга Заклинаний.  Чтобы выучить это заклинание, возьмите книгу и щелкните левой кнопкой над портретом своего героя в меню снаряжения.  Ваш персонаж должен владеть магией Тела, чтобы выучить это заклинание.		
468	item190	Защита от яда	300	Book	Misc	S69	1	3	5	Книга Заклинаний	78	0	0	0	0	Книга Заклинаний.  Чтобы выучить это заклинание, возьмите книгу и щелкните левой кнопкой над портретом своего героя в меню снаряжения.  Ваш персонаж должен владеть магией Тела, чтобы выучить это заклинание.		
469	item190	Вред	400	Book	Misc	S70	1	3	5	Книга Заклинаний	78	0	0	0	0	Книга Заклинаний.  Чтобы выучить это заклинание, возьмите книгу и щелкните левой кнопкой над портретом своего героя в меню снаряжения.  Ваш персонаж должен владеть магией Тела, чтобы выучить это заклинание.		
470	item191	Регенерация	500	Book	Misc	S71	1	3	10	Книга Заклинаний	78	0	0	0	0	Книга Заклинаний.  Чтобы выучить это заклинание, возьмите книгу и щелкните левой кнопкой над портретом своего героя в меню снаряжения.  Ваш персонаж должен владеть магией Тела на уровне Эксперта, чтобы выучить это заклинание.		
471	item191	Противоядие	750	Book	Misc	S72	1	3	10	Книга Заклинаний	78	0	0	0	0	Книга Заклинаний.  Чтобы выучить это заклинание, возьмите книгу и щелкните левой кнопкой над портретом своего героя в меню снаряжения.  Ваш персонаж должен владеть магией Тела на уровне Эксперта, чтобы выучить это заклинание.		
472	item191	Руки-молоты	1000	Book	Misc	S73	1	3	10	Книга Заклинаний	78	0	0	0	0	Книга Заклинаний.  Чтобы выучить это заклинание, возьмите книгу и щелкните левой кнопкой над портретом своего героя в меню снаряжения.  Ваш персонаж должен владеть магией Тела на уровне Эксперта, чтобы выучить это заклинание.		
473	item192	Лечение Болезни	1500	Book	Misc	S74	1	3	15	Книга Заклинаний	78	0	0	0	0	Книга Заклинаний.  Чтобы выучить это заклинание, возьмите книгу и щелкните левой кнопкой над портретом своего героя в меню снаряжения.  Ваш персонаж должен владеть магией Тела на уровне Мастера, чтобы выучить это заклинание.		
474	item192	Неизменность	2000	Book	Misc	S75	1	3	15	Книга Заклинаний	78	0	0	0	0	Книга Заклинаний.  Чтобы выучить это заклинание, возьмите книгу и щелкните левой кнопкой над портретом своего героя в меню снаряжения.  Ваш персонаж должен владеть магией Тела на уровне Мастера, чтобы выучить это заклинание.		
475	item192	Летающий Кулак	3000	Book	Misc	S76	1	3	15	Книга Заклинаний	78	0	0	0	0	Книга Заклинаний.  Чтобы выучить это заклинание, возьмите книгу и щелкните левой кнопкой над портретом своего героя в меню снаряжения.  Ваш персонаж должен владеть магией Тела на уровне Мастера, чтобы выучить это заклинание.		
476	item193	Исцеление	5000	Book	Misc	S77	1	3	20	Книга Заклинаний	78	0	0	0	0	Книга Заклинаний.  Чтобы выучить это заклинание, возьмите книгу и щелкните левой кнопкой над портретом своего героя в меню снаряжения.  Ваш персонаж должен владеть магией Тела на уровне Великого Магистра, чтобы выучить это заклинание.		
477	item190	Молния света	1000	Book	Misc	S78	1	3	15	Книга Заклинаний	78	0	0	0	0	Книга Заклинаний.  Чтобы выучить это заклинание, возьмите книгу и щелкните левой кнопкой над портретом своего героя в меню снаряжения.  Ваш персонаж должен владеть магией Света, чтобы выучить это заклинание.		
478	item190	Нежить	1500	Book	Misc	S79	1	3	15	Книга Заклинаний	78	0	0	0	0	Книга Заклинаний.  Чтобы выучить это заклинание, возьмите книгу и щелкните левой кнопкой над портретом своего героя в меню снаряжения.  Ваш персонаж должен владеть магией Света, чтобы выучить это заклинание.		
479	item190	Снятие Чар	2000	Book	Misc	S80	1	3	15	Книга Заклинаний	78	0	0	0	0	Книга Заклинаний.  Чтобы выучить это заклинание, возьмите книгу и щелкните левой кнопкой над портретом своего героя в меню снаряжения.  Ваш персонаж должен владеть магией Света, чтобы выучить это заклинание.		
480	item190	Паралич	2500	Book	Misc	S81	1	3	15	Книга Заклинаний	78	0	0	0	0	Книга Заклинаний.  Чтобы выучить это заклинание, возьмите книгу и щелкните левой кнопкой над портретом своего героя в меню снаряжения.  Ваш персонаж должен владеть магией Света, чтобы выучить это заклинание.		
481	item191	Элементал	3000	Book	Misc	S82	1	3	20	Книга Заклинаний	78	0	0	0	0	Книга Заклинаний.  Чтобы выучить это заклинание, возьмите книгу и щелкните левой кнопкой над портретом своего героя в меню снаряжения.  Ваш персонаж должен владеть магией Света на уровне Эксперта, чтобы выучить это заклинание.		
482	item191	День Богов	3500	Book	Misc	S83	1	3	20	Книга Заклинаний	78	0	0	0	0	Книга Заклинаний.  Чтобы выучить это заклинание, возьмите книгу и щелкните левой кнопкой над портретом своего героя в меню снаряжения.  Ваш персонаж должен владеть магией Света на уровне Эксперта, чтобы выучить это заклинание.		
483	item191	Свет призмы	4000	Book	Misc	S84	1	3	20	Книга Заклинаний	78	0	0	0	0	Книга Заклинаний.  Чтобы выучить это заклинание, возьмите книгу и щелкните левой кнопкой над портретом своего героя в меню снаряжения.  Ваш персонаж должен владеть магией Света на уровне Эксперта, чтобы выучить это заклинание.		
484	item192	День Защиты	5000	Book	Misc	S85	1	3	25	Книга Заклинаний	78	0	0	0	0	Книга Заклинаний.  Чтобы выучить это заклинание, возьмите книгу и щелкните левой кнопкой над портретом своего героя в меню снаряжения.  Ваш персонаж должен владеть магией Света на уровне Мастера, чтобы выучить это заклинание.		
